userId,songId,rating,type
185,4886,5.0,Rock
185,2700,5.0,R&B
185,2021,3.0,Electronic
185,329,4.0,Blues
185,1225,4.0,absolute music
185,1148,5.0,Classical
185,2011,4.0,Alternative
185,3255,3.0,Classical
185,783,3.0,Rap
185,2094,3.0,Punk
185,2012,4.0,Electronic
185,1175,4.0,Contemporary
185,2087,3.0,Classical
185,653,4.0,Country
185,3489,3.0,R&B
185,4993,5.0,Punk
185,2987,3.0,absolute music
186,31,3.0,Electronic
186,58559,3.0,Hip-Hop
186,68237,4.5,Anime
186,5618,4.5,Contemporary
186,6539,2.0,Hip-Hop
186,4226,5.0,country music
186,4993,5.0,Punk
186,3578,4.0,Alternative
186,5952,4.5,Anime
186,2863,3.5,Classical
186,31658,4.5,Jazz
186,3617,1.0,Rap
186,8783,5.0,Rock
186,2329,4.0,Rap
186,46976,2.0,Country
186,7361,3.0,Classical
186,60069,3.0,Country
186,4019,5.0,Anime
186,3504,5.0,Rap
186,555,4.0,Country
186,2021,5.0,Electronic
186,2605,2.0,Classical
186,72998,5.0,R&B
186,7153,4.5,Rap
186,6365,4.5,Alternative
186,79132,5.0,Rock
186,4306,4.0,Rap
186,6934,4.5,Punk
186,3996,3.5,Punk
186,924,5.0,Electronic
186,2959,4.5,Alternative
186,1921,5.0,Electronic
186,2571,5.0,Hip-Hop
187,364,4.5,R&B
187,5459,3.0,Jazz
187,1485,3.5,Punk
187,3252,4.0,R&B
187,1717,3.5,absolute music
187,8970,3.5,R&B
187,4447,4.0,Orchestral
187,595,4.5,R&B
187,4963,4.0,Jazz
187,1028,4.5,Blues
187,3005,3.5,Rock
187,1968,5.0,Rock
187,1682,4.5,absolute music
187,2762,5.0,Rock
187,337,5.0,absolute music
187,1097,3.5,Blues
187,2572,4.0,Alternative
187,8636,3.5,Anime
187,56367,4.0,Alternative
187,780,4.0,Rock
187,3101,3.5,Electronic
187,6365,0.5,Alternative
187,1047,3.0,Alternative
187,6377,4.0,Rap
187,724,4.0,Electronic
187,2628,2.5,Rap
187,1060,4.0,R&B
187,661,2.5,Classical
187,1580,4.0,Alternative
187,3949,4.0,Classical
187,208,2.5,Rock
187,2085,5.0,Electronic
187,7451,5.0,Jazz
187,7438,3.0,absolute music
187,1073,4.0,Punk
187,2599,4.5,Classical
187,8961,3.5,Rock
187,1022,4.0,Rock
187,30707,4.0,Hip-Hop
187,317,4.0,Contemporary
187,7361,5.0,Classical
187,104,4.0,absolute music
187,5060,1.0,Rap
187,329,1.0,Blues
187,562,4.5,Anime
187,2581,4.0,absolute music
187,586,3.5,Orchestral
187,1407,3.5,Electronic
187,2683,3.5,Alternative
187,3916,4.0,Hip-Hop
187,6874,3.0,Hip-Hop
187,318,5.0,Orchestral
187,1027,4.0,R&B
187,1704,5.0,Hip-Hop
187,6711,3.5,Blues
187,3273,3.0,Anime
187,1088,4.0,Orchestral
187,926,4.0,Orchestral
187,1203,3.5,Electronic
187,1732,5.0,Contemporary
187,410,4.0,Classical
187,1517,3.5,absolute music
187,588,4.5,Rap
187,7254,4.5,absolute music
187,2096,3.5,Rap
187,46578,5.0,Rock
187,3489,4.0,R&B
187,6934,0.5,Punk
187,1197,3.5,Anime
187,58559,4.0,Hip-Hop
187,7153,1.0,Rap
187,1513,4.0,R&B
187,2005,4.0,Alternative
187,4734,4.5,Contemporary
187,296,4.5,Orchestral
187,3556,3.0,Jazz
187,141,4.0,Rap
187,1729,4.0,Rap
187,5481,2.5,Rap
187,919,4.5,Orchestral
187,4720,5.0,Rap
187,231,3.5,R&B
187,2580,4.0,R&B
187,1372,0.5,R&B
187,2078,3.5,Jazz
187,5952,1.0,Anime
187,2485,4.0,country music
187,1059,3.5,Country
187,162,4.0,Jazz
187,2080,2.5,Rap
187,54001,3.5,Rap
187,5669,5.0,Alternative
187,8622,4.0,Orchestral
187,34162,5.0,Electronic
187,1089,4.0,Country
187,6502,3.0,Blues
187,594,4.0,Alternative
187,4993,1.0,Punk
187,1954,0.5,Electronic
187,1285,4.5,Alternative
187,35836,5.0,Electronic
187,454,4.0,Orchestral
187,1997,4.0,Rock
187,805,4.5,Electronic
187,2321,4.0,Rock
187,3114,4.0,Classical
187,1639,4.0,Anime
187,1246,5.0,Rap
187,2329,5.0,Rap
187,628,4.0,Country
187,2124,4.0,Classical
187,5991,3.5,Rock
187,2858,5.0,Contemporary
187,551,4.0,Anime
187,3176,5.0,absolute music
187,48385,4.0,Rock
187,1917,3.5,Jazz
187,2712,4.0,Jazz
187,3608,0.5,Electronic
187,2231,3.5,R&B
187,7147,3.5,Contemporary
187,1923,3.5,Contemporary
187,3793,3.0,Anime
187,8784,5.0,Anime
187,1673,5.0,absolute music
187,6188,4.5,Orchestral
187,1193,5.0,Jazz
187,441,3.5,R&B
187,54272,3.0,Blues
187,356,4.5,Contemporary
187,597,4.0,Rock
187,54503,4.5,Contemporary
187,40815,3.5,Contemporary
187,39,4.5,R&B
187,1,4.0,Classical
187,2804,4.5,Punk
187,2541,4.5,Hip-Hop
187,180,4.5,R&B
187,596,3.5,Orchestral
187,8368,3.5,Country
187,59315,4.0,Alternative
187,524,4.0,R&B
187,3253,4.0,Punk
187,4878,5.0,Alternative
187,41566,3.5,Alternative
187,480,3.5,absolute music
187,5418,3.5,Country
187,1345,4.0,Rock
187,372,3.0,Alternative
187,2000,2.5,Jazz
187,3535,3.5,Rock
187,1356,0.5,Jazz
187,32587,4.0,Hip-Hop
187,4308,2.5,Alternative
187,2706,5.0,Anime
187,2502,4.0,Rap
187,4995,4.5,Rock
187,953,3.0,Jazz
187,2571,1.0,Hip-Hop
187,1884,4.0,Classical
187,367,3.5,Orchestral
187,6333,3.0,Rock
187,2710,2.5,Contemporary
187,2396,4.5,Country
187,2081,4.5,Alternative
187,500,3.5,Punk
187,2,3.0,Jazz
187,3108,3.0,Contemporary
187,593,4.0,Alternative
187,2018,3.5,Jazz
187,362,3.0,Hip-Hop
187,223,4.5,Hip-Hop
187,8874,4.0,absolute music
187,3897,5.0,Hip-Hop
187,3408,4.0,Blues
187,783,3.5,Rap
187,16,4.0,Contemporary
187,272,2.0,Alternative
187,2803,3.5,Classical
187,1653,3.0,Electronic
187,2997,2.5,R&B
187,344,3.0,Rap
187,1032,3.5,Anime
187,44191,5.0,Anime
187,5989,4.0,Rap
187,1380,3.5,Rap
187,48516,4.5,absolute music
187,6942,4.5,R&B
187,1721,4.0,country music
187,1208,3.0,Rock
187,3210,5.0,Electronic
188,435,3.0,Electronic
188,356,5.0,Contemporary
188,158,3.0,Anime
188,22,3.0,absolute music
188,420,3.0,R&B
188,357,4.0,absolute music
188,316,2.0,Contemporary
188,500,5.0,Punk
188,47,3.0,Blues
188,282,4.0,Jazz
188,339,3.0,Anime
188,173,3.0,Anime
188,296,5.0,Orchestral
188,362,3.0,Hip-Hop
188,288,4.0,Jazz
188,543,4.0,Electronic
188,317,3.0,Contemporary
188,1029,5.0,country music
188,596,5.0,Orchestral
188,367,3.0,Orchestral
188,1025,3.0,Jazz
188,10,4.0,country music
188,34,4.0,Blues
188,594,5.0,Alternative
188,590,4.0,Contemporary
188,377,3.0,Rock
188,60,4.0,Rock
188,480,4.0,absolute music
188,736,4.0,Contemporary
188,1028,4.0,Blues
188,539,3.0,Punk
188,508,5.0,Hip-Hop
188,196,3.0,Jazz
188,253,3.0,Classical
188,39,3.0,R&B
188,595,4.0,R&B
188,368,4.0,Country
188,1022,4.0,Rock
188,329,3.0,Blues
188,165,2.0,R&B
188,780,3.0,Rock
188,24,4.0,absolute music
188,160,3.0,Electronic
188,592,3.0,Classical
188,153,3.0,country music
188,648,3.0,Rock
188,509,3.0,Rock
188,457,3.0,country music
188,150,5.0,R&B
188,62,3.0,Blues
188,671,3.0,Orchestral
188,2,4.0,Jazz
188,593,4.0,Alternative
188,802,4.0,Hip-Hop
188,410,3.0,Classical
188,653,3.0,Country
188,475,4.0,Orchestral
188,485,4.0,Jazz
188,48,3.0,Electronic
188,231,3.0,R&B
188,587,5.0,Classical
188,344,4.0,Rap
188,527,5.0,Electronic
188,551,3.0,Anime
188,733,4.0,Blues
188,1019,3.0,absolute music
188,661,4.0,Classical
188,589,5.0,Punk
188,380,5.0,Alternative
188,32,4.0,Hip-Hop
188,454,3.0,Orchestral
188,318,5.0,Orchestral
188,110,5.0,Classical
188,349,4.0,Anime
188,350,3.0,R&B
188,112,4.0,Classical
188,597,4.0,Rock
188,277,3.0,Orchestral
188,208,2.0,Rock
188,586,4.0,Orchestral
188,588,4.0,Rap
188,364,4.0,R&B
188,292,3.0,Hip-Hop
189,2770,2.0,Blues
189,3752,4.0,Anime
189,2959,3.0,Alternative
189,3147,2.0,Jazz
189,2605,2.0,Classical
189,3005,2.0,Rock
189,1090,5.0,absolute music
189,3148,4.0,absolute music
189,3868,4.0,absolute music
189,2490,3.0,Rock
189,3578,5.0,Alternative
189,2369,1.0,country music
189,1028,1.0,Blues
189,1387,4.0,Rap
189,1959,1.0,Contemporary
189,2706,5.0,Anime
189,2167,5.0,Punk
189,2699,4.0,Punk
189,2707,3.0,Blues
189,1732,3.0,Contemporary
189,481,4.0,Country
189,2581,2.0,absolute music
189,736,2.0,Contemporary
189,3751,1.0,Blues
189,370,2.0,country music
189,3273,3.0,Anime
189,1639,4.0,Anime
189,2716,3.0,R&B
189,2763,3.0,Rock
189,1206,5.0,absolute music
189,2692,5.0,R&B
189,3793,3.0,Anime
189,2701,1.0,Country
189,785,4.0,Electronic
189,3285,3.0,Country
189,253,2.0,Classical
189,1513,2.0,R&B
189,2580,5.0,R&B
189,3408,1.0,Blues
189,913,3.0,Country
189,2000,3.0,Jazz
189,1208,5.0,Rock
189,434,3.0,Country
189,3510,3.0,Jazz
189,2881,1.0,Orchestral
189,1374,1.0,Country
189,3263,2.0,Orchestral
189,2336,3.0,Contemporary
189,608,5.0,country music
189,780,3.0,Rock
189,3175,2.0,Anime
189,1127,4.0,Contemporary
189,2724,2.0,Rap
189,1911,2.0,Country
189,1230,5.0,R&B
189,2762,5.0,Rock
189,3863,5.0,Punk
189,2997,4.0,R&B
189,1270,4.0,country music
189,2710,4.0,Contemporary
189,3448,3.0,country music
189,2571,5.0,Hip-Hop
189,2541,2.0,Hip-Hop
189,3298,3.0,Blues
189,1625,5.0,Rap
189,2355,1.0,Rap
189,2001,4.0,Electronic
189,288,5.0,Jazz
189,968,3.0,Electronic
189,1358,2.0,Classical
189,3717,2.0,absolute music
189,1296,1.0,country music
189,2700,1.0,R&B
189,3809,3.0,Hip-Hop
189,3409,2.0,Alternative
189,3081,4.0,Anime
189,145,2.0,Country
189,2688,3.0,Orchestral
189,2502,5.0,Rap
189,2987,2.0,absolute music
189,2722,3.0,Electronic
189,1244,5.0,Rap
189,2712,5.0,Jazz
189,541,5.0,Contemporary
189,673,1.0,Blues
189,3176,4.0,absolute music
189,3798,4.0,Alternative
189,2683,5.0,Alternative
189,3623,3.0,Punk
189,2858,4.0,Contemporary
189,2302,2.0,Classical
189,3869,3.0,Rock
190,2712,5.0,Jazz
190,3174,5.0,Rock
190,2580,5.0,R&B
190,2881,3.0,Orchestral
190,2997,5.0,R&B
190,3114,5.0,Classical
190,3298,3.0,Blues
190,2395,4.0,Hip-Hop
190,223,4.0,Hip-Hop
190,2724,3.0,Rap
190,2716,4.0,R&B
190,2770,3.0,Blues
190,2396,5.0,Country
190,2336,3.0,Contemporary
190,4022,3.0,Rock
190,785,5.0,Electronic
190,2692,5.0,R&B
190,2294,3.0,Alternative
190,2683,3.0,Alternative
190,1513,4.0,R&B
190,2987,4.0,absolute music
190,2858,4.0,Contemporary
190,3408,4.0,Blues
190,2599,4.0,Classical
190,2762,5.0,Rock
190,3176,5.0,absolute music
190,3160,5.0,Orchestral
190,2908,5.0,Hip-Hop
190,1097,5.0,Blues
190,2394,3.0,absolute music
190,342,4.0,Rock
190,2502,4.0,Rap
191,592,2.0,Classical
191,34,2.0,Blues
191,296,5.0,Orchestral
191,380,3.0,Alternative
191,150,4.0,R&B
191,457,4.0,country music
191,318,5.0,Orchestral
191,47,3.0,Blues
191,10,2.0,country music
191,344,1.0,Rap
191,339,4.0,Anime
191,231,2.0,R&B
191,349,3.0,Anime
191,595,2.0,R&B
191,454,3.0,Orchestral
191,161,4.0,Contemporary
191,153,2.0,country music
191,480,3.0,absolute music
191,110,3.0,Classical
191,292,2.0,Hip-Hop
191,593,4.0,Alternative
191,588,2.0,Rap
191,590,4.0,Contemporary
191,434,2.0,Country
191,165,3.0,R&B
191,300,4.0,Country
191,185,3.0,Rap
191,356,4.0,Contemporary
191,208,3.0,Rock
192,527,5.0,Electronic
192,588,4.0,Rap
192,595,5.0,R&B
192,592,3.0,Classical
192,455,3.0,Country
192,349,4.0,Anime
192,364,5.0,R&B
192,350,3.0,R&B
192,44,3.0,Anime
192,500,4.0,Punk
192,261,3.0,Classical
192,62,5.0,Blues
192,457,4.0,country music
192,551,1.0,Anime
192,356,4.0,Contemporary
192,266,5.0,Anime
192,2,4.0,Jazz
192,474,3.0,R&B
192,208,2.0,Rock
192,19,3.0,Classical
192,344,4.0,Rap
192,587,4.0,Classical
192,597,2.0,Rock
192,593,3.0,Alternative
192,454,3.0,Orchestral
192,48,3.0,Electronic
192,362,4.0,Hip-Hop
192,590,5.0,Contemporary
192,355,2.0,Orchestral
192,377,3.0,Rock
192,185,3.0,Rap
192,586,5.0,Orchestral
192,367,3.0,Orchestral
192,237,5.0,Rap
192,432,4.0,Classical
192,39,3.0,R&B
192,47,3.0,Blues
192,277,4.0,Orchestral
192,231,4.0,R&B
192,480,4.0,absolute music
192,158,3.0,Anime
192,508,4.0,Hip-Hop
192,736,3.0,Contemporary
192,316,3.0,Contemporary
192,370,3.0,country music
192,442,2.0,Alternative
192,380,3.0,Alternative
192,318,5.0,Orchestral
192,539,3.0,Punk
192,434,3.0,Country
192,160,3.0,Electronic
192,34,5.0,Blues
192,594,5.0,Alternative
193,1247,5.0,Punk
193,1188,4.0,Blues
193,3114,3.0,Classical
193,527,5.0,Electronic
193,1517,5.0,absolute music
193,1394,3.0,Rap
193,1240,4.0,Alternative
193,2109,4.0,Jazz
193,3809,5.0,Hip-Hop
193,2683,5.0,Alternative
193,356,4.0,Contemporary
193,2359,5.0,Contemporary
193,1,4.0,Classical
193,1252,3.0,Anime
193,1196,3.0,Contemporary
193,111,5.0,Alternative
193,904,4.0,Classical
193,1225,5.0,absolute music
193,296,3.0,Orchestral
193,3552,5.0,Orchestral
193,1221,5.0,R&B
193,543,5.0,Electronic
193,3174,4.0,Rock
193,1641,5.0,Blues
193,1179,4.0,Rock
193,1693,5.0,Punk
193,1680,5.0,Rap
193,1220,5.0,Country
193,318,4.0,Orchestral
193,593,4.0,Alternative
193,2539,5.0,R&B
193,3108,5.0,Contemporary
193,1265,4.0,Electronic
193,1250,4.0,R&B
193,3148,4.0,absolute music
193,3039,5.0,Jazz
193,1270,4.0,country music
193,3418,5.0,Country
193,2997,5.0,R&B
193,858,5.0,Jazz
193,2396,4.0,Country
193,608,5.0,country music
193,1203,3.0,Electronic
193,1197,3.0,Anime
193,2302,4.0,Classical
193,1747,4.0,Punk
193,277,4.0,Orchestral
193,2791,4.0,Hip-Hop
193,2291,4.0,R&B
193,3210,3.0,Electronic
193,105,4.0,Country
193,2858,4.0,Contemporary
193,16,4.0,Contemporary
193,2294,4.0,Alternative
193,337,5.0,absolute music
193,2289,3.0,Electronic
193,2145,4.0,Rap
194,292,3.0,Hip-Hop
194,377,3.0,Rock
194,165,4.0,R&B
194,587,3.0,Classical
194,158,3.0,Anime
194,592,4.0,Classical
194,590,4.0,Contemporary
194,356,5.0,Contemporary
194,432,3.0,Classical
194,95,3.0,Classical
194,208,3.0,Rock
194,196,3.0,Jazz
194,480,3.0,absolute music
194,353,3.0,absolute music
194,551,3.0,Anime
194,329,4.0,Blues
194,317,3.0,Contemporary
194,253,3.0,Classical
194,434,4.0,Country
194,110,4.0,Classical
194,500,3.0,Punk
194,160,3.0,Electronic
194,204,4.0,Blues
194,231,3.0,R&B
194,44,3.0,Anime
194,364,5.0,R&B
194,380,4.0,Alternative
194,780,4.0,Rock
194,151,3.0,Hip-Hop
194,339,4.0,Anime
194,173,3.0,Anime
194,454,3.0,Orchestral
194,527,5.0,Electronic
194,316,4.0,Contemporary
194,736,4.0,Contemporary
194,296,3.0,Orchestral
194,225,4.0,Classical
194,349,4.0,Anime
194,368,3.0,Country
194,442,3.0,Alternative
194,32,4.0,Hip-Hop
194,19,3.0,Classical
194,172,3.0,Alternative
194,150,4.0,R&B
194,420,3.0,R&B
194,457,3.0,country music
194,344,3.0,Rap
194,597,3.0,Rock
194,367,4.0,Orchestral
194,589,4.0,Punk
195,3608,1.0,Electronic
195,2944,4.0,Jazz
195,1954,1.0,Electronic
195,4016,2.0,absolute music
195,2013,3.0,Electronic
195,2722,1.0,Electronic
195,25,3.0,Orchestral
195,3039,1.0,Jazz
195,1393,3.0,Classical
195,246,2.0,Punk
195,1101,2.0,Jazz
195,2193,3.0,Electronic
195,1225,4.0,absolute music
195,1244,4.0,Rap
195,1222,4.0,Country
195,2243,3.0,Rap
195,2313,3.0,Hip-Hop
195,3052,2.0,Orchestral
195,1292,2.0,Rock
195,1097,3.0,Blues
195,288,3.0,Jazz
195,942,5.0,Blues
195,1608,3.0,Contemporary
195,34,4.0,Blues
195,39,3.0,R&B
195,1234,4.0,Rap
195,420,1.0,R&B
195,2144,3.0,Rap
195,3897,5.0,Hip-Hop
195,296,3.0,Orchestral
195,2288,3.0,country music
195,3175,4.0,Anime
195,1193,4.0,Jazz
195,3977,1.0,Orchestral
195,2002,1.0,Jazz
195,1136,3.0,Classical
195,2100,1.0,absolute music
195,724,2.0,Electronic
195,6,4.0,Electronic
195,1201,3.0,Country
195,3362,2.0,Rap
195,1200,4.0,Rap
195,1080,3.0,country music
195,1307,3.0,Hip-Hop
195,150,3.0,R&B
195,3107,3.0,Rap
195,2641,2.0,country music
195,899,3.0,Rock
195,3361,3.0,R&B
195,2023,3.0,country music
195,2918,1.0,Hip-Hop
195,3081,3.0,Anime
195,593,4.0,Alternative
195,1179,4.0,Rock
195,1269,4.0,Jazz
195,923,5.0,Punk
195,1247,4.0,Punk
195,3255,2.0,Classical
195,2028,5.0,Punk
195,1586,1.0,country music
195,3578,5.0,Alternative
195,1275,2.0,R&B
195,2617,3.0,Contemporary
195,3072,2.0,Rock
195,485,2.0,Jazz
195,208,1.0,Rock
195,2528,3.0,Contemporary
195,1221,5.0,R&B
195,1302,3.0,Jazz
195,1213,3.0,R&B
195,916,2.0,Orchestral
195,165,1.0,R&B
195,1955,3.0,Alternative
195,2763,2.0,Rock
195,1391,3.0,Alternative
195,1961,5.0,Rap
195,1233,5.0,R&B
195,2804,2.0,Punk
195,1278,5.0,Punk
195,377,3.0,Rock
195,356,2.0,Contemporary
195,1217,4.0,Anime
195,951,3.0,Alternative
195,235,4.0,Rock
195,2064,4.0,R&B
195,2739,2.0,R&B
195,909,2.0,Hip-Hop
195,3104,4.0,Country
195,1228,2.0,Orchestral
195,2359,3.0,Contemporary
195,1220,5.0,Country
195,1090,3.0,absolute music
195,1235,3.0,country music
195,3462,4.0,Orchestral
195,3471,4.0,Rap
195,1690,3.0,Anime
195,1197,3.0,Anime
195,2124,3.0,Classical
195,3702,3.0,R&B
195,2352,4.0,Alternative
195,2406,1.0,Punk
195,1019,4.0,absolute music
195,1387,4.0,Rap
195,913,5.0,Country
195,1214,5.0,Hip-Hop
195,736,2.0,Contemporary
195,1339,4.0,Rap
195,1923,4.0,Contemporary
195,3868,4.0,absolute music
195,2797,2.0,Orchestral
195,3527,3.0,R&B
195,111,2.0,Alternative
195,1263,3.0,absolute music
195,1962,3.0,Orchestral
195,1270,3.0,country music
195,1965,2.0,Country
195,3863,3.0,Punk
195,1230,4.0,R&B
195,922,5.0,country music
195,1372,2.0,R&B
195,2105,3.0,Blues
195,1552,2.0,Jazz
195,3735,3.0,Classical
195,3363,3.0,Jazz
195,1370,1.0,Jazz
195,2710,1.0,Contemporary
195,3253,1.0,Punk
195,910,5.0,Orchestral
195,3504,4.0,Rap
195,4002,4.0,Country
195,1831,1.0,country music
195,589,3.0,Punk
195,2291,2.0,R&B
195,60,2.0,Rock
195,2302,3.0,Classical
195,1918,1.0,absolute music
195,3717,1.0,absolute music
195,1287,5.0,Country
195,1125,1.0,Rap
195,858,5.0,Jazz
195,912,5.0,Country
195,196,2.0,Jazz
195,318,3.0,Orchestral
195,954,4.0,Blues
195,953,4.0,Jazz
195,1517,4.0,absolute music
195,3360,2.0,Classical
195,2109,3.0,Jazz
195,920,4.0,Alternative
195,1262,4.0,Rock
195,3751,3.0,Blues
195,2791,4.0,Hip-Hop
195,2134,2.0,Electronic
195,3256,4.0,Rap
195,457,4.0,country music
195,2355,4.0,Rap
195,2407,3.0,Rap
195,597,3.0,Rock
195,2139,3.0,country music
195,1272,4.0,country music
195,587,2.0,Classical
195,110,3.0,Classical
195,4018,3.0,Anime
195,480,4.0,absolute music
195,2700,2.0,R&B
195,1380,3.0,Rap
195,3257,3.0,Electronic
195,104,1.0,absolute music
195,4025,2.0,Classical
195,3424,1.0,Rock
195,3552,2.0,Orchestral
195,2021,2.0,Electronic
195,5060,3.0,Rap
195,2599,3.0,Classical
195,3988,3.0,Orchestral
195,4022,2.0,Rock
195,4019,2.0,Anime
195,1374,3.0,Country
195,1394,4.0,Rap
195,3481,3.0,R&B
195,1240,3.0,Alternative
195,2502,3.0,Rap
195,1953,3.0,Country
195,1252,5.0,Anime
195,608,4.0,country music
195,788,1.0,Alternative
195,1265,2.0,Electronic
195,2706,2.0,Anime
195,2405,1.0,Classical
195,95,3.0,Classical
195,1267,3.0,Blues
195,2396,5.0,Country
195,898,3.0,Electronic
195,1276,5.0,Rock
195,3755,2.0,Classical
195,590,4.0,Contemporary
195,2858,4.0,Contemporary
195,1320,3.0,Classical
195,3435,5.0,Rock
195,1254,4.0,Classical
195,2194,3.0,Rap
195,1256,3.0,Contemporary
195,1304,5.0,Electronic
195,164,4.0,Classical
195,541,3.0,Contemporary
195,1035,3.0,Rock
195,2268,3.0,R&B
195,112,1.0,Classical
195,1259,2.0,Orchestral
195,3448,3.0,country music
195,1104,4.0,Classical
195,531,3.0,Rock
195,1250,4.0,R&B
195,1610,4.0,Hip-Hop
195,1284,5.0,absolute music
195,1096,2.0,Classical
195,1958,4.0,Classical
195,1375,3.0,Punk
195,2987,4.0,absolute music
195,3421,4.0,Contemporary
195,380,3.0,Alternative
195,2019,5.0,Punk
195,1641,2.0,Blues
195,1242,2.0,Anime
195,2863,3.0,Classical
195,1293,4.0,Jazz
195,2150,2.0,Contemporary
195,1207,4.0,Jazz
195,2294,4.0,Alternative
195,3671,5.0,Hip-Hop
195,2640,2.0,R&B
195,3210,3.0,Electronic
195,1036,1.0,absolute music
195,1291,3.0,Punk
195,2985,2.0,Electronic
195,1376,4.0,Punk
195,1093,4.0,Jazz
195,2746,3.0,Punk
195,2094,2.0,Punk
195,1210,5.0,Contemporary
195,3994,2.0,R&B
195,1198,3.0,Punk
195,1084,4.0,Rock
195,2001,1.0,Electronic
195,2657,3.0,Classical
195,2628,3.0,Rap
195,1073,3.0,Punk
195,2968,3.0,Blues
195,1077,4.0,absolute music
195,368,3.0,Country
195,1231,3.0,Orchestral
195,3147,3.0,Jazz
195,3555,3.0,absolute music
195,1081,3.0,Orchestral
195,924,5.0,Electronic
195,1103,3.0,Hip-Hop
195,2915,2.0,Electronic
195,3095,4.0,Contemporary
195,3098,3.0,Anime
195,2115,3.0,R&B
195,2054,2.0,Electronic
195,919,4.0,Orchestral
195,1208,4.0,Rock
195,527,4.0,Electronic
195,1129,1.0,Classical
195,1196,4.0,Contemporary
195,2000,1.0,Jazz
195,2616,3.0,Anime
195,1947,3.0,Hip-Hop
195,2174,2.0,Country
195,3100,3.0,Classical
195,2529,4.0,Anime
195,2947,3.0,Blues
195,2701,1.0,Country
195,2353,3.0,Contemporary
195,908,3.0,Rap
195,260,5.0,Rock
195,1884,3.0,Classical
195,1747,3.0,Punk
195,349,3.0,Anime
195,1957,1.0,Alternative
195,595,3.0,R&B
195,2916,3.0,Alternative
195,3019,4.0,Country
195,661,4.0,Classical
195,969,4.0,R&B
195,1282,5.0,Hip-Hop
195,471,3.0,Orchestral
196,3175,4.0,Anime
196,3481,4.0,R&B
196,454,4.0,Orchestral
196,2076,4.0,Jazz
196,3552,4.0,Orchestral
196,2712,3.0,Jazz
196,3408,5.0,Blues
196,3671,5.0,Hip-Hop
196,3578,4.0,Alternative
196,1959,4.0,Contemporary
196,1375,4.0,Punk
196,3624,5.0,Hip-Hop
196,3072,2.0,Rock
196,3555,3.0,absolute music
196,3052,2.0,Orchestral
196,3317,5.0,Jazz
196,2746,3.0,Punk
196,3354,3.0,Hip-Hop
196,3157,4.0,Anime
196,2762,5.0,Rock
196,3703,4.0,Anime
196,265,5.0,absolute music
196,1127,4.0,Contemporary
196,916,3.0,Orchestral
196,3301,4.0,Rap
196,5,4.0,Punk
196,2424,4.0,Electronic
196,3082,5.0,Anime
196,3510,5.0,Jazz
196,1081,5.0,Orchestral
196,2858,5.0,Contemporary
196,3489,5.0,R&B
196,3285,3.0,Country
196,2628,4.0,Rap
196,3702,4.0,R&B
196,3005,4.0,Rock
196,261,4.0,Classical
196,2161,2.0,Orchestral
196,2949,5.0,Rap
196,3623,4.0,Punk
197,1909,5.0,absolute music
197,260,5.0,Rock
197,1240,5.0,Alternative
197,32,3.0,Hip-Hop
197,1676,5.0,Punk
197,1391,4.0,Alternative
197,1019,3.0,absolute music
197,750,4.0,Blues
197,1210,5.0,Contemporary
197,1690,4.0,Anime
197,1748,3.0,Contemporary
197,2100,4.0,absolute music
197,610,5.0,Contemporary
197,2087,5.0,Classical
197,2174,3.0,Country
197,2094,5.0,Punk
197,653,5.0,Country
197,2105,5.0,Blues
197,2628,5.0,Rap
197,2797,4.0,Orchestral
197,3703,3.0,Anime
197,356,3.0,Contemporary
197,368,4.0,Country
197,2968,1.0,Blues
197,1374,4.0,Country
197,367,3.0,Orchestral
197,329,5.0,Blues
197,2021,5.0,Electronic
197,442,5.0,Alternative
197,1372,5.0,R&B
197,541,4.0,Contemporary
197,2011,4.0,Alternative
197,1215,3.0,Contemporary
197,1356,5.0,Jazz
197,1376,5.0,Punk
197,589,5.0,Punk
197,1580,5.0,Alternative
197,2640,4.0,R&B
197,2528,3.0,Contemporary
197,924,4.0,Electronic
197,780,5.0,Rock
197,3702,3.0,R&B
197,2571,5.0,Hip-Hop
197,1527,5.0,Punk
197,1196,5.0,Contemporary
197,2916,5.0,Alternative
197,316,3.0,Contemporary
197,1037,2.0,absolute music
198,4886,4.5,Rock
198,1223,5.0,absolute music
198,4306,4.0,Rap
198,1266,3.5,absolute music
198,4034,4.5,absolute music
198,4022,3.0,Rock
198,5902,5.0,Classical
198,1732,4.5,Contemporary
198,1449,3.0,Classical
198,1198,2.0,Punk
198,5952,2.0,Anime
198,3481,4.5,R&B
198,2599,5.0,Classical
198,1204,4.0,Rap
198,2692,4.0,R&B
198,3911,3.0,Anime
198,3160,5.0,Orchestral
198,1259,5.0,Orchestral
198,1221,5.0,R&B
198,1172,3.5,country music
198,3006,3.0,Classical
198,2973,0.5,Orchestral
198,1148,5.0,Classical
198,1222,5.0,Country
198,4226,4.0,country music
198,1254,4.0,Classical
198,2064,5.0,R&B
198,1077,4.0,absolute music
198,1041,4.0,Contemporary
198,1252,5.0,Anime
198,5669,4.5,Alternative
198,3210,5.0,Electronic
198,1250,5.0,R&B
198,1747,2.0,Punk
198,36,5.0,Electronic
198,3147,3.5,Jazz
198,3996,3.5,Punk
198,2770,2.5,Blues
198,1089,2.0,Country
198,1199,5.0,Electronic
198,4027,4.5,Country
