id,是否有房,是否有车,是否有孩,近6个月异地交易金额均值,近6个月交易金额,近6个月有交易月份数
2165,1,0,0,,,0
2166,0,0,0,600.0,1200.0,2
2167,0,0,1,1000.0,1000.0,1
2168,1,0,0,3597.833333,10793.5,3
2169,0,0,0,,,0
2170,0,0,0,8.0,8.0,1
2171,0,0,0,293.185,1869.95,4
2172,0,0,0,,,0
2173,0,0,0,4974.926667,31308.6,6
2174,0,0,0,5001.07,33361.42,6
2175,0,0,1,3800.0,7837.0,2
2176,0,0,0,,,0
2177,0,0,0,125.33333329999999,1675.0,4
2178,0,0,0,6277.008333,37662.05,6
2179,0,0,0,6020.7,36082.0,5
2180,0,0,0,5007.4,25172.0,6
2181,0,0,0,8865.203333,26595.61,3
2182,1,0,0,,,0
2183,1,0,0,2350.386667,7051.16,3
2184,0,0,0,9000.0,9123.8,2
2185,1,0,1,18038.32,18038.32,1
2186,0,0,0,,570.0,1
2187,1,0,0,4855.056667,44553.34,6
2188,0,0,0,4292.573333,13153.52,4
2189,0,0,1,3989.666667,23938.0,6
2190,0,0,0,1879.28,13351.15,5
2191,1,0,0,2436.22,4872.44,2
2192,1,0,0,27873.706000000002,139368.53,5
2193,0,0,0,133.0,1677.0,4
2194,0,0,1,1318.0,2636.0,2
2195,0,0,0,,,0
2196,0,0,1,15000.075,30000.15,2
2197,0,0,1,6460.906667,42305.85,6
2198,0,0,0,1623.333333,5018.5,3
2199,0,0,0,,30124.18,3
2200,1,0,1,9322.775,55936.65,6
2201,0,0,0,915.6,915.6,1
2202,0,0,0,80.54,241.62,3
2203,0,0,0,2378.0,7134.0,3
2204,0,0,0,858.8,858.8,1
2205,0,0,0,4202.106667,25212.64,6
2206,1,0,1,2658.252,23718.26,6
2207,0,0,0,102.51,205.02,2
2208,0,0,1,7282.436,36412.18,5
2209,1,0,1,,,0
2210,0,0,1,,,0
2211,0,0,0,1453.0,8718.0,6
2212,0,0,1,,11565.9,2
2213,0,0,0,3944.45,15777.8,4
2214,0,0,0,4983.75,10022.0,3
2215,0,0,0,29718.705,120199.82,6
2216,0,0,1,,,0
2217,0,0,0,8830.0,10601.0,2
2218,0,0,0,3018.3,6036.6,2
2219,0,0,0,10953.38833,65720.33,6
2220,0,0,0,2914.333333,17486.0,6
2221,0,0,0,4000.0,4240.0,2
2222,0,0,0,,,0
2223,0,0,0,985.0,1970.0,2
2224,0,0,1,2850.0,11677.0,4
2225,1,0,0,6719.464,33597.32,5
2226,1,0,0,,,0
2227,0,0,0,1910.565,8142.27,5
2228,0,0,0,7231.3875,28925.55,4
2229,0,0,0,893.75,3775.0,4
2230,0,0,0,300.0,3854.4,5
2231,0,0,0,,54.65,1
2232,0,0,0,2932.5,11915.5,4
2233,0,0,0,,,0
2234,1,0,0,,,0
2235,0,0,0,400.0,400.0,1
2236,0,0,1,10631.2,63787.2,6
2237,0,0,0,9112.53,9112.53,1
2238,1,0,0,24486.22,97944.88,4
2239,0,0,0,,,0
2240,0,0,0,5109.4225,20437.69,4
2241,0,0,0,7954.588333,47727.53,6
2242,0,0,0,567.96,1135.92,2
2243,0,0,1,10854.236,55895.18,5
2244,1,0,0,2894.4,14472.0,5
2245,0,0,0,120.0,2934.98,6
2246,0,0,0,,,0
2247,0,0,0,,,0
2248,0,0,0,,1000.5,2
2249,0,0,0,2890.0,19180.0,5
2250,0,0,0,,,0
2251,1,0,0,5464.0,16392.0,3
2252,1,0,1,,,0
2253,1,0,1,,,0
2254,0,0,0,297.84,793.28,2
2255,1,0,0,5811.966667000001,34871.8,6
2256,0,0,0,170.805,852.81,2
2257,0,0,0,2000.0,3597.88,3
2258,0,0,0,,,0
2259,0,0,0,394.0,1182.0,3
2260,0,0,0,4499.9625,19951.85,5
2261,0,0,1,3731.65,17525.6,4
2262,0,0,0,3216.0,16080.0,5
2263,0,0,0,2270.5,9082.0,4
2264,1,0,0,682.47,3438.84,5
2265,0,0,0,,,0
2266,1,0,1,987.03,6349.23,5
2267,0,0,1,2787.44,5574.88,2
2268,0,0,0,5250.76,31504.56,6
2269,1,0,0,1383.0,56359.6,3
2270,0,0,0,1687.1833329999997,5061.55,3
2271,0,0,0,1029.26,2058.52,2
2272,0,0,0,,,0
2273,0,0,0,4797.112,24413.26,5
2274,0,0,0,3425.2666670000003,10275.8,3
2275,1,0,0,,,0
2276,0,0,0,3536.84,21221.04,6
2277,0,0,0,,,0
2278,0,0,0,4392.1925,17592.17,5
2279,0,0,1,3888.833333,23333.0,6
2280,0,0,0,1760.0,1760.0,1
2281,0,0,0,8938.926,49025.63,5
2282,0,0,0,1132.58,2265.16,2
2283,0,0,1,1782.7,8913.5,5
2284,0,0,0,4053.348,20266.74,5
2285,0,0,0,700.0,1400.0,2
2286,1,0,0,1441.4,7207.0,5
2287,0,0,0,2976.8466670000003,8930.54,3
2288,0,0,0,1288.2,1288.2,1
2289,0,0,0,,,0
2290,1,0,1,,500.0,1
2291,1,0,1,5020.0,7652.6,5
2292,0,0,0,1255.313333,3765.94,3
2293,1,0,0,,,0
2294,0,0,0,2087.51,6262.53,3
2295,0,0,0,990.0,10880.8,3
2296,0,0,0,6581.46,33220.3,5
2297,1,0,0,8246.29,49477.74,6
2298,0,0,0,10275.8,41103.2,4
2299,0,0,0,626.295,5321.48,6
2300,1,0,0,2578.12,12890.6,5
2301,0,0,0,,,0
2302,0,0,0,5418.0,10836.0,2
2303,0,0,1,18812.46167,112874.77,6
2304,0,0,1,1793.875,3587.75,2
2305,0,0,0,2364.0,2364.0,1
2306,0,0,0,178.25,356.5,2
2307,1,0,1,3752.85,19343.04,6
2308,0,0,0,6865.563333,41562.38,6
2309,0,0,0,2405.0,4810.0,2
2310,1,0,1,9414.478333,56486.87,6
2311,0,0,0,9894.336,50451.68,5
2312,0,0,0,667.6333333,4002.9,4
2313,1,0,1,3489.3025,14177.71,5
2314,0,0,0,9947.208333,59683.25,6
2315,1,0,1,9444.666667,56668.0,6
2316,0,0,0,1323.666667,3971.0,3
2317,0,0,0,,,0
2318,0,0,1,2583.8,12919.0,5
2319,0,0,0,,,0
2320,0,0,0,,12620.41,6
2321,0,0,0,,,0
2322,1,0,0,10429.96,62899.76,6
2323,1,0,0,,,0
2324,0,0,0,106.455,212.91,2
2325,0,0,0,6850.96,31419.71,5
2326,0,0,0,1038.16,14596.0,5
2327,0,1,0,553.3333332999999,1660.0,3
2328,0,0,0,,,0
2329,0,0,0,,,0
2330,0,0,0,,,0
2331,0,0,0,2724.6166670000002,16347.7,6
2332,0,0,0,,,0
2333,0,0,0,1188.0,11190.0,2
2334,0,0,0,2709.0475,25581.56,6
2335,0,0,0,5460.366667,16381.1,3
2336,0,0,0,1985.35,11912.1,6
2337,0,0,1,,,0
2338,0,0,0,1759.87,3574.74,2
2339,0,0,0,2850.0,2850.0,1
2340,0,0,1,612.47,1224.94,2
2341,1,0,0,,,0
2342,0,0,1,,,0
2343,0,0,0,3524.49,21146.94,6
2344,0,0,1,17801.174,89005.87,5
2345,0,0,0,989.7,989.7,1
2346,0,0,0,100.0,100.0,1
2347,0,0,1,22737.66667,136426.0,6
2348,0,0,0,,,0
2349,0,0,0,2969.165,18566.5,6
2350,1,0,1,12306.205,73837.23,6
2351,0,0,0,,,0
2352,1,0,0,2276.225,9104.9,4
2353,1,0,0,21690.766669999997,65292.0,5
2354,0,0,0,5804.833333,34829.0,6
2355,1,0,1,8425.366667,50552.2,6
2356,0,0,0,,188.0,1
2357,1,0,1,12536.00167,75216.01,6
2358,0,0,1,5614.6633329999995,16843.99,3
2359,0,0,0,4509.1025,18074.61,6
2360,1,0,0,4158.385,16633.55,5
2361,0,0,0,75448.33333,452690.0,6
2362,0,0,0,80.3,80.3,1
2363,0,0,0,,,0
2364,0,0,0,1969.9783329999998,14140.57,6
2365,0,0,1,,,0
2366,0,0,1,3284.333333,9853.0,3
2367,0,0,0,,,0
2368,0,0,0,5389.716667000001,32338.3,6
2369,0,0,0,6206.666667,18620.0,3
2370,0,0,1,2655.25,10621.0,4
2371,1,0,0,,2500.0,2
2372,1,0,0,524.0,1653.0,2
2373,1,0,0,8845.936,44229.68,5
2374,0,0,0,4000.0,8000.0,2
2375,0,0,1,803.962,4019.82,5
2376,0,0,0,7912.94,23738.82,3
2377,0,0,0,7956.675,56189.25,6
2378,1,0,1,880.0,1760.0,2
2379,0,0,0,9536.4875,38145.97,5
2380,0,0,0,2390.333333,14567.0,3
2381,0,0,1,,,0
2382,0,0,0,1747.256667,5241.77,3
2383,1,0,0,920.63,3261.13,4
2384,0,0,0,3108.35,20149.1,6
2385,1,0,1,12183.4825,48733.93,4
2386,1,0,0,372.306,2233.79,5
2387,0,0,0,502.5,1005.0,2
2388,0,0,0,3574.29,17871.45,5
2389,0,0,0,1659.645,6887.58,5
2390,0,0,0,646.6666667000001,1940.0,3
2391,0,0,0,2673.066667,8019.2,3
2392,0,0,0,,4312.3,1
2393,1,0,1,,,0
2394,0,0,0,,,0
2395,0,0,0,2919.0,20670.0,5
2396,0,0,0,3457.3833329999998,20813.3,6
2397,0,0,0,2766.666667,8300.0,3
2398,0,0,0,,,0
2399,0,0,0,915.0,915.0,1
2400,1,0,1,3267.485,13069.94,4
2401,0,0,1,5324.456667,15973.37,3
2402,0,0,0,,,0
2403,0,0,0,7876.78,23630.34,3
2404,0,0,0,10166.36333,60998.18,6
2405,0,0,0,,,0
2406,1,0,1,11819.38,11819.38,1
2407,0,0,0,,,0
2408,0,0,0,,,0
2409,0,0,0,,0.6,1
2410,1,0,0,2781.0,16686.0,6
2411,0,0,0,4422.8625,17691.45,4
2412,0,0,0,6329.475,37976.85,6
2413,0,0,0,,65990.81,5
2414,0,0,0,7005.98,35129.9,5
2415,0,0,0,8504.391667,51026.35,6
2416,1,0,1,1074.0,3222.0,3
2417,0,0,0,,,0
2418,0,0,0,,,0
2419,0,0,0,5270.493332999999,31622.96,6
2420,0,0,0,40.92,40.92,1
2421,0,0,0,1235.0,2470.0,2
2422,0,0,0,,,0
2423,0,0,1,5040.568,25202.84,5
2424,1,0,0,,,0
2425,0,0,0,6079.05,36474.3,6
2426,1,0,1,5138.416667,30830.5,6
2427,0,0,0,,,0
2428,1,0,0,2200.0,11000.0,5
2429,0,0,0,1896.035,8469.14,4
2430,0,0,0,1276.868,6526.88,5
2431,0,0,0,,,0
2432,0,0,0,,43.1,1
2433,0,0,0,,300.0,1
2434,0,0,0,266.0,266.0,1
2435,0,0,0,8802.06,52812.36,6
2436,1,0,1,,,0
2437,0,0,0,819.0,1638.0,2
2438,0,0,0,8075.626667,48603.76,6
2439,0,0,0,7738.583333,46431.5,6
2440,1,0,0,9844.055,59506.33,6
2441,0,0,0,,,0
2442,0,0,0,20009.43667,120056.62,6
2443,0,0,1,,303.0,2
2444,1,0,1,,2800.0,1
2445,0,0,0,2840.775,11363.1,4
2446,0,0,0,677.9,5615.0,6
2447,0,0,0,590.87,590.87,1
2448,0,0,0,9853.236667000001,29559.71,3
2449,0,0,1,5470.208333,32821.25,6
2450,0,0,0,,248.9,1
2451,0,0,0,5750.783332999999,34504.7,6
2452,0,0,0,1256.96,2513.92,2
2453,0,0,0,,861.0,2
2454,0,0,0,572.52,572.52,1
2455,1,0,1,990.7,1186.4,2
2456,0,0,0,9254.971667,55987.23,6
2457,1,0,0,,,0
2458,0,0,0,,,0
2459,0,0,0,,,0
2460,0,0,0,96.37,96.37,1
2461,0,0,0,,,0
2462,0,0,0,20763.71167,124632.27,6
2463,0,0,1,2800.0,14000.0,5
2464,0,0,0,1800.0,3775.5,3
2465,0,0,0,5376.76,36630.58,6
2466,0,0,0,6587.1140000000005,32935.57,5
2467,0,0,0,,,0
2468,0,0,0,5928.223333,36798.34,6
2469,1,0,0,,,0
2470,0,0,0,2415.333333,7544.0,4
2471,0,0,0,5521.158332999999,33126.95,6
2472,0,0,0,4411.4,22057.0,5
2473,0,0,0,2000.0,16632.0,5
2474,1,0,0,2961.35,5922.7,2
2475,0,0,1,3362.4,16812.0,5
2476,0,0,1,2910.0,2910.0,1
2477,0,0,1,18090.9525,72363.81,4
2478,1,0,0,460.3675,1841.47,4
2479,0,0,0,5504.0,11008.0,2
2480,0,0,0,,,0
2481,0,0,0,,,0
2482,1,0,0,11.0,11.0,1
2483,0,0,0,5272.15,21088.6,4
2484,0,0,0,3166.0,12664.0,4
2485,0,0,0,6809.106667,40854.64,6
2486,0,0,0,,,0
2487,0,0,0,60503.0,61002.0,2
2488,1,0,0,2713.95,17410.9,6
2489,1,0,0,,,0
2490,1,0,1,357.0466667,3309.14,5
2491,0,0,0,4266.8,25600.8,6
2492,0,0,1,3397.0,20382.0,6
2493,0,0,0,,,0
2494,1,0,1,1931.6666670000002,5795.0,3
2495,1,0,0,,526.0,3
2496,0,0,0,296.0,296.0,1
2497,0,0,1,1708.158,8540.79,5
2498,0,0,0,,,0
2499,0,0,0,5555.333333,16666.0,3
2500,1,0,0,,,0
2501,1,0,1,860.8333332999998,5374.0,6
2502,0,0,0,1802.596,9012.98,5
2503,0,0,0,3988.05,27598.25,6
2504,0,0,1,318.0,3783.73,3
2505,0,0,0,,115.0,1
2506,1,0,1,7368.428333,44210.57,6
2507,0,0,0,,,0
2508,0,0,0,2503.166667,7509.5,3
2509,0,0,0,,,0
2510,0,0,0,3685.066667,11055.2,3
2511,1,0,0,2809.0,16854.0,6
2512,0,0,0,3284.986,16424.93,5
2513,0,0,1,1205.1,3615.3,3
2514,1,0,1,5621.1633329999995,33726.98,6
2515,1,0,0,6115.441999999999,30577.21,5
2516,0,0,0,9886.453333,59318.72,6
2517,0,0,0,200.41,200.41,1
2518,0,0,0,2514.05,12570.25,5
2519,0,0,0,7978.9259999999995,39894.63,5
2520,1,0,1,3543.0820000000003,20858.41,6
2521,0,0,0,8190.533332999999,49143.2,6
2522,1,0,0,,,0
2523,0,0,0,750.01,1500.02,2
2524,1,0,1,562.115,1245.63,3
2525,0,0,0,4256.17,25537.02,6
2526,0,1,0,,,0
2527,0,0,0,2849.5,12998.0,6
2528,0,0,0,3774.1,18870.5,5
2529,0,0,0,6706.666667,20120.0,3
2530,0,0,0,1921.6666670000002,25308.0,6
2531,0,0,0,14670.605,88023.63,6
2532,0,0,0,2200.0,2200.0,1
2533,0,0,0,60.15,120.3,2
2534,1,0,1,2260.17,4520.34,2
2535,0,0,0,2988.77,18636.02,6
2536,0,0,0,4051.751667,24310.51,6
2537,1,0,0,,519.0,2
2538,0,0,0,,,0
2539,0,0,0,12892.45667,77354.74,6
2540,0,0,0,38234.5,229407.0,6
2541,0,0,0,,,0
2542,0,0,1,33945.23,206829.78,6
2543,0,0,0,,1056.0,1
2544,0,0,0,2276.226,11492.69,5
2545,0,0,0,3595.49,18177.45,5
2546,0,0,0,533.6033333,1600.81,3
2547,1,0,0,5057.396,25286.98,5
2548,1,0,0,136.965,353.93,3
2549,0,0,1,2779.545,5559.09,2
2550,0,0,0,,2185.5,1
2551,0,0,0,3551.15,21306.9,6
2552,0,0,0,4150.695,16602.78,4
2553,0,0,0,250.0,250.0,1
2554,1,0,1,,,0
2555,0,0,0,,219.8,1
2556,0,0,0,4644.5625,18578.25,4
2557,0,0,1,2927.6,14638.0,5
2558,0,0,0,2660.881667,15965.29,6
2559,0,0,0,733.14,1466.28,2
2560,0,0,0,3337.988,16689.94,5
2561,0,0,0,678.3533332999999,2035.06,3
2562,1,0,0,4251.093333,12753.28,3
2563,0,0,0,,,0
2564,1,0,1,65472.465,392834.79,6
2565,0,0,0,7880.795,47284.77,6
2566,0,0,0,1743.9783329999998,10463.87,6
2567,0,0,0,5178.365,31070.19,6
2568,0,0,0,1621.933333,4865.8,3
2569,0,0,1,,,0
2570,1,0,0,5135.0383329999995,30810.23,6
2571,0,0,0,8788.53,37598.67,6
2572,1,0,0,,,0
2573,0,0,0,1537.155,3074.31,2
2574,0,0,0,5247.376,26236.88,5
2575,1,0,0,,,0
2576,0,0,1,3914.466667,11743.4,3
2577,0,0,1,1325.355,2650.71,2
2578,0,0,0,9020.004,45388.02,6
2579,1,0,0,108.5,535.0,3
2580,0,0,0,4348.125,26088.75,6
2581,0,0,0,,14.8,1
2582,0,0,0,,,0
2583,0,0,0,2519.5883329999997,15117.53,6
2584,1,0,0,500.0,500.0,1
2585,0,0,0,5705.644,64383.22,6
2586,0,0,0,7426.46,29705.84,4
2587,1,0,0,758.8833333,2276.65,3
2588,1,0,1,12954.14,77724.84,6
2589,0,0,0,,,0
2590,0,0,0,,,0
2591,0,0,0,,,0
2592,0,0,0,10897.125,65382.75,6
2593,1,0,1,3611.416667,21668.5,6
2594,0,0,0,1378.73,2757.46,2
2595,1,0,0,2505.0,7515.0,3
2596,0,0,0,,,0
2597,0,0,0,5339.75,26863.75,5
2598,0,0,0,,,0
2599,0,0,0,,,0
2600,1,0,1,5522.958333,33137.75,6
2601,1,0,0,934.8725,3911.19,4
2602,0,0,0,,,0
2603,0,0,0,4748.62,19662.48,5
2604,0,0,0,1037.0,2074.0,2
2605,0,0,0,13553.281669999998,81319.69,6
2606,0,0,0,,,0
2607,0,1,0,466.0,466.0,1
2608,0,0,0,1467.25,5869.0,4
2609,1,0,1,1643.8,10707.0,6
2610,0,0,0,5960.438333,35762.63,6
2611,0,0,0,3107.1020000000003,15694.71,5
2612,0,0,0,10802.11833,64812.71,6
2613,0,0,0,2036.756667,12220.54,6
2614,0,0,0,,,0
2615,1,0,1,1112.66,3337.98,3
2616,0,0,0,1362.236667,4086.71,3
2617,0,0,0,,,0
2618,0,0,1,544.615,22205.93,5
2619,0,0,0,200.0,200.0,1
2620,1,0,1,,,0
2621,0,0,0,2082.5766670000003,6547.73,4
2622,0,0,1,880.0,880.0,1
2623,1,0,0,,,0
2624,0,0,0,9182.371667,55152.23,6
2625,0,0,0,968.57,5060.14,5
2626,0,0,0,,114.0,1
2627,0,0,0,474.88,474.88,1
2628,0,0,0,4968.5,19874.0,4
2629,0,0,0,,,0
2630,0,0,0,907.0,907.0,1
2631,0,0,0,1000.0,1000.0,1
2632,0,0,0,32.0,32.0,1
2633,0,0,1,,,0
2634,0,0,0,5366.666667,16299.0,4
2635,0,0,0,,,0
2636,0,0,0,9335.896,46679.48,5
2637,0,0,0,2849.333333,8548.0,3
2638,1,0,0,2693.333333,8080.0,3
2639,0,0,0,1208.0,4026.66,5
2640,1,0,1,5605.973333,33635.84,6
2641,0,0,0,,,0
2642,0,0,0,8175.0,24525.0,3
2643,0,0,0,2602.333333,26422.0,4
2644,1,0,0,,,0
2645,0,0,0,12228.16,24639.32,4
2646,0,0,1,600.0,1200.0,2
2647,0,0,0,2485.32,9635.96,5
2648,1,0,1,977.1,2547.1,2
2649,0,0,0,2974.5,2974.5,1
2650,0,0,0,479.68666669999993,1504.46,5
2651,0,0,0,16310.715,97864.29,6
2652,1,0,1,567.545,1135.09,2
2653,0,0,0,886.4,3545.6,4
2654,0,0,0,1102.736667,3308.21,3
2655,0,0,0,101.4,737.79,6
2656,1,0,0,5190.785,20763.14,4
2657,0,0,0,6350.0,13740.0,4
2658,0,0,0,34447.65167,206685.91,6
2659,0,0,0,3019.5,12078.01,5
2660,0,0,0,,262.0,1
2661,1,0,0,252.8,758.4,3
2662,0,0,0,,,0
2663,0,0,0,6066.646667,18212.94,4
2664,0,0,0,1878.0,5634.0,3
2665,1,0,0,927.08,2297.16,2
2666,1,0,0,,,0
2667,0,0,0,1969.0,5907.0,3
2668,1,0,0,,,0
2669,1,0,1,1372.604,7655.72,6
2670,0,0,0,1890.3333329999998,5671.0,3
2671,1,0,0,665.1666667000001,1995.5,3
2672,1,0,0,1558.4,5075.2,3
2673,0,0,0,2738.5559999999996,14379.78,6
2674,0,0,0,3762.083333,22572.5,6
2675,1,0,0,1534.4933330000001,4603.48,3
2676,0,0,0,2989.5,5979.0,2
2677,0,0,1,2757.474,13787.37,5
2678,0,0,0,76005.57667000001,456033.46,6
2679,1,0,0,1903.63,5710.89,3
2680,0,0,0,,,0
2681,1,0,0,457.2666666999999,1401.2,3
2682,0,0,1,5000.0,5000.0,1
2683,1,0,1,1650.0,3600.0,3
2684,0,0,0,,,0
2685,0,0,0,,,0
2686,0,0,0,10587.34167,63524.05,6
2687,0,1,0,,,0
2688,0,0,0,10350.26,20751.32,3
2689,1,0,0,21.9,21.9,1
2690,0,0,0,5183.323333,31099.94,6
2691,0,0,0,2954.9759999999997,15148.38,6
2692,1,0,0,69.5,69.5,1
2693,0,0,0,675.6,1351.2,2
2694,0,1,0,,,0
2695,0,0,0,200.0,200.0,1
2696,0,0,0,,8784.4,5
2697,0,0,0,5633.218333,33799.31,6
2698,0,0,0,23684.435,142106.61,6
2699,1,0,1,789.8766667,2369.63,3
2700,1,0,0,1884.58,3769.16,2
2701,0,0,0,,0.75,1
2702,0,0,0,,,0
2703,0,0,0,1586.62,9519.72,6
2704,0,0,0,,2440.4,4
2705,0,0,1,11298.20167,67789.21,6
2706,0,0,0,,,0
2707,0,0,1,1214.266667,4390.6,3
2708,0,0,0,8651.29,51907.74,6
2709,0,0,0,3000.0,3000.0,1
2710,1,0,0,4302.92,18303.68,4
2711,1,0,0,,,0
2712,0,0,0,1007.95,2015.9,2
2713,0,0,0,1109.966667,3329.9,3
2714,0,0,0,1099.436667,3298.31,3
2715,1,0,1,,,0
2716,1,0,0,,,0
2717,0,0,0,1139.11,2278.22,2
2718,1,0,0,500.0,500.0,1
2719,0,0,0,3051.16,9153.48,3
2720,0,0,0,,,0
2721,0,0,1,3191.25,12765.0,4
2722,0,0,0,,,0
2723,1,0,0,,,0
2724,1,0,1,11556.95,69941.7,6
2725,0,0,0,938.7,3754.8,4
2726,0,0,0,,,0
2727,1,0,1,1300.0,2600.0,2
2728,1,0,0,,,0
2729,0,0,0,,,0
2730,0,0,1,200.0,200.0,1
2731,0,0,1,2575.0,10300.0,4
2732,0,0,0,,,0
2733,0,0,0,60630.181670000005,363904.39,6
2734,0,0,1,1500.0,2297.0,2
2735,0,0,0,,340.0,1
2736,0,0,0,2757.5,11030.0,4
2737,1,0,1,5713.863333,34283.18,6
2738,1,0,0,930.0,930.0,1
2739,0,0,0,3000.0,3000.0,1
2740,0,0,0,1218.0,3654.0,3
2741,0,0,0,,,0
2742,0,0,0,6895.591667000001,43420.9,6
2743,0,0,0,4771.833333,28631.0,6
2744,0,0,0,,,0
2745,1,0,1,3148.25,12593.0,4
2746,0,0,0,4507.333333,32964.0,6
2747,0,0,0,5312.5,21250.0,4
2748,1,0,1,985.84,985.84,1
2749,1,0,0,1893.065,4101.74,3
2750,0,0,0,1432.0,7660.0,6
2751,0,0,0,2399.275,14395.65,6
2752,0,0,0,,,0
2753,1,0,1,,507.9,4
2754,1,0,0,5890.9133329999995,35345.48,6
2755,0,0,0,9330.0575,37320.23,4
2756,0,0,0,3495.0,13980.0,4
2757,1,0,0,1419.733333,4259.2,3
2758,1,0,0,1909.7,3819.4,2
2759,0,0,0,500.0,1000.0,2
2760,0,0,0,1000.0,1000.0,1
2761,1,0,1,902.0,1977.25,2
2762,1,0,1,5875.0,23500.0,4
2763,0,0,0,3838.802,19194.01,5
2764,1,0,0,,,0
2765,0,0,0,863.1,1726.2,2
2766,1,0,1,936.0066667000001,2808.02,3
2767,0,0,1,524.82,605.46,2
2768,0,0,0,141.0,475.0,2
2769,1,0,0,,,0
2770,1,0,0,2594.743333,16967.62,6
2771,0,0,0,17294.16667,103765.0,6
2772,0,0,0,3072.792,36954.96,6
2773,0,0,0,,,0
2774,0,0,0,,,0
2775,0,0,0,7484.7,30349.1,6
2776,0,0,0,,,0
2777,0,0,0,,,0
2778,0,0,0,8176.766667,49060.6,6
2779,0,0,0,3496.695,7328.05,4
2780,1,0,0,3181.336,16364.68,6
2781,1,0,0,,2238.0,2
2782,0,0,0,,,0
2783,0,0,0,517.45,2344.6,6
2784,0,0,0,5078.22,5078.22,1
2785,0,0,1,26649.815,159898.89,6
2786,0,0,0,2643.0,15858.0,6
2787,0,0,0,,370.0,2
2788,0,0,0,4100.333333,12301.0,3
2789,1,0,1,,,0
2790,0,0,0,,,0
2791,0,0,0,8943.082,44715.41,5
2792,0,0,0,253.85,1753.86,3
2793,0,0,0,6319.416667,37916.5,6
2794,1,0,0,2885.97,5771.94,2
2795,0,0,0,11985.95,71915.7,6
2796,1,0,0,998.04,1996.08,2
2797,0,0,0,3194.566667,24149.16,6
2798,1,0,1,2493.8,12469.0,5
2799,0,0,0,301.45,628.9,2
2800,1,0,0,50.0,50.0,1
2801,0,0,1,,,0
2802,0,0,1,2265.7733329999996,13594.64,6
2803,1,0,0,724.48,724.48,1
2804,0,0,0,13746.5,27493.0,2
2805,0,0,0,,137.1,2
2806,0,0,1,,,0
2807,0,0,0,8331.9925,34827.97,6
2808,0,0,0,16228.626,81143.13,5
2809,0,0,0,272.54,644.26,2
2810,0,0,0,,,0
2811,1,0,0,,,0
2812,0,0,0,8038.476667,48230.86,6
2813,1,0,1,3934.152,20952.76,6
2814,0,0,0,3809.583333,22907.03,6
2815,0,0,1,1614.666667,4844.0,3
2816,0,0,0,1367.333333,4102.0,3
2817,0,0,0,15123.54,75617.7,5
2818,1,0,0,,,0
2819,0,0,0,412.0,1387.3,3
2820,0,0,0,4060.27,13120.81,4
2821,0,0,0,1.0,279.0,2
2822,0,0,0,85.27,1146.47,5
2823,1,0,1,2551.7,121838.7,6
2824,0,0,0,1950.0,5850.0,3
2825,0,0,1,2277.09,8215.78,5
2826,0,0,0,,1000.0,1
2827,0,0,0,,,0
2828,0,0,0,116.0,116.0,1
2829,1,0,1,0.01,0.01,1
2830,0,0,1,,1650.17,3
2831,1,0,0,616.0,1232.0,2
2832,0,0,0,,,0
2833,0,0,0,2735.25,8205.75,3
2834,0,0,1,1204.616667,3613.85,3
2835,0,0,0,,,0
2836,1,0,0,1575.0,3150.0,2
2837,0,0,0,357.6666667,1073.0,3
2838,0,0,0,200.0,400.0,2
2839,0,0,0,2022.6666670000002,6068.0,3
2840,1,0,0,,,0
2841,0,0,0,350.0,799.0,3
2842,0,0,0,3752.64,19763.2,5
2843,0,0,0,,180.0,1
2844,0,0,0,1900.0,3800.0,2
2845,0,0,0,5286.233333,31717.4,6
2846,0,0,0,750.0,1500.0,2
2847,0,0,1,,,0
2848,1,0,0,2671.093333,8013.28,3
2849,0,0,0,,,0
2850,0,0,0,910.0,910.0,1
2851,0,0,0,,,0
2852,0,0,0,9103.871667,54623.23,6
2853,0,0,0,,,0
2854,0,0,1,2441.7666670000003,14650.6,6
2855,0,0,0,1434.62,5806.48,4
2856,1,0,1,19099.27833,114595.67,6
2857,1,0,0,,,0
2858,0,0,0,4549.96,13649.88,3
2859,0,0,0,500.0,500.0,1
2860,0,0,0,,,0
2861,0,0,0,,731.0,2
2862,0,0,0,2480.032,12400.16,5
2863,1,0,0,9688.0,9688.0,1
2864,1,0,0,4451.19,22255.95,5
2865,0,0,0,4217.4,8434.8,2
2866,0,0,0,1437.03,4311.09,3
2867,1,0,1,3171.974,15859.87,5
2868,0,0,0,910.0,910.0,1
2869,1,0,0,565.5,1131.0,2
2870,0,0,0,,350.0,1
2871,0,0,0,3882.7,28213.5,5
2872,0,0,0,,,0
2873,0,0,0,12473.24333,74839.46,6
2874,1,0,1,13741.81167,82450.87,6
2875,0,0,0,3747.6,23130.23,6
2876,0,0,0,1357.6975,20054.23,6
2877,0,0,1,616.0,616.0,1
2878,0,0,0,999.73,1277.73,2
2879,1,0,1,3589.6,17948.0,5
2880,0,0,0,555.885,1111.77,2
2881,0,0,0,5298.666667,44700.0,3
2882,0,0,0,,,0
2883,0,0,0,13522.746000000001,69613.74,5
2884,0,0,0,10296.521999999999,51482.61,5
2885,0,0,0,,,0
2886,0,0,0,1189.8,5949.0,5
2887,0,0,0,,,0
2888,0,0,0,13623.445,81740.67,6
