商品名,用户编号,购买数量,购买日期,购买单价
GP,10ff245e67,3,2021/7/18,598
GP,10ff245e67,1,2021/9/1,598
GP,10ff245e67,4,2021/9/14,598
GP,10ff245e67,1,2021/1/10,598
GP,7af0393e2,4,2021/6/18,598
GP,7af0393e2,1,2021/7/12,598
GP,7af0393e2,1,2021/5/14,598
GP,7af0393e2,2,2021/7/24,598
GP,7af0393e2,1,2021/8/24,598
GP,7af0393e2,1,2021/1/20,598
GP,7af0393e2,1,2021/6/27,598
GP,7af0393e2,1,2021/9/9,598
GP,7af0393e2,3,2021/6/19,598
GP,7af0393e2,1,2021/5/13,598
GP,11588cd543,1,2021/5/13,598
GP,11588cd543,1,2021/1/23,598
GP,11588cd543,2,2021/9/6,598
GP,11588cd543,2,2021/5/16,598
GP,11588cd543,4,2021/8/28,598
GP,11588cd543,1,2021/5/16,598
GP,11588cd543,4,2021/6/21,598
GP,11588cd543,3,2021/4/11,598
GP,11588cd543,2,2021/6/16,598
GP,2cefc3fae3,2,2021/1/11,598
GP,2cefc3fae3,1,2021/8/22,598
GP,2cefc3fae3,2,2021/5/14,598
GP,2cefc3fae3,1,2021/6/26,598
GP,2cefc3fae3,4,2021/7/28,598
GP,2cefc3fae3,4,2021/7/12,598
GP,2cefc3fae3,1,2021/9/15,598
GP,2cefc3fae3,1,2021/7/13,598
GP,2cefc3fae3,4,2021/6/21,598
GP,1ca370ae96,1,2021/1/21,598
GP,1ca370ae96,2,2021/7/20,598
GP,1ca370ae96,1,2021/9/8,598
GP,1ca370ae96,1,2021/9/13,598
GP,1ca370ae96,1,2021/6/10,598
GP,1ca370ae96,3,2021/9/15,598
GP,1ca370ae96,4,2021/2/23,598
GP,1ca370ae96,1,2021/7/10,598
GP,4d885d56cf,2,2021/7/20,598
GP,4d885d56cf,4,2021/1/21,598
GP,4d885d56cf,1,2021/6/25,598
GP,4d885d56cf,1,2021/7/27,598
GP,4d885d56cf,1,2021/5/12,598
GP,4d885d56cf,1,2021/8/24,598
GP,4d885d56cf,3,2021/8/13,598
GP,4d885d56cf,2,2021/6/27,598
GP,4d885d56cf,1,2021/6/19,598
GP,4d885d56cf,1,2021/7/16,598
GP,7c194f97e2,2,2021/8/15,598
GP,7c194f97e2,2,2021/7/4,598
GP,7c194f97e2,4,2021/8/21,598
GP,7c194f97e2,4,2021/7/15,598
GP,7c194f97e2,1,2021/8/15,598
GP,7c194f97e2,1,2021/6/30,598
GP,7c194f97e2,1,2021/8/25,598
GP,7c194f97e2,3,2021/8/22,598
GP,7c194f97e2,3,2021/6/30,598
GP,7c194f97e2,3,2021/8/31,598
GP,55ae92145,4,2021/5/12,598
GP,55ae92145,4,2021/8/20,598
GP,55ae92145,2,2021/9/4,598
GP,55ae92145,1,2021/3/3,598
GP,55ae92145,1,2021/7/27,598
GP,55ae92145,3,2021/8/15,598
GP,55ae92145,1,2021/7/16,598
GP,55ae92145,3,2021/8/27,598
GP,55ae92145,2,2021/6/14,598
GP,548481830b,1,2021/5/15,598
GP,548481830b,1,2021/6/16,598
GP,548481830b,2,2021/4/10,598
GP,548481830b,1,2021/6/30,598
GP,548481830b,4,2021/7/11,598
GP,548481830b,2,2021/9/3,598
GP,548481830b,1,2021/6/28,598
GP,548481830b,4,2021/7/19,598
GP,548481830b,1,2021/9/21,598
GP,548481830b,1,2021/6/20,598
GP,8c65a37f42,2,2021/5/12,598
GP,8c65a37f42,1,2021/8/14,598
GP,8c65a37f42,2,2021/7/22,598
GP,8c65a37f42,4,2021/7/8,598
GP,8c65a37f42,4,2021/7/21,598
GP,8c65a37f42,1,2021/7/11,598
GP,8c65a37f42,1,2021/8/31,598
GP,8c65a37f42,1,2021/8/27,598
GP,6bccf9ec94,4,2021/8/16,598
GP,6bccf9ec94,4,2021/9/15,598
GP,6bccf9ec94,1,2021/8/17,598
GP,6bccf9ec94,1,2021/1/21,598
GP,6bccf9ec94,1,2021/6/28,598
GP,6bccf9ec94,2,2021/7/3,598
GP,6bccf9ec94,1,2021/7/4,598
GP,6bccf9ec94,2,2021/7/27,598
GP,3ae7fd595e,1,2021/7/11,598
GP,3ae7fd595e,4,2021/8/31,598
GP,3ae7fd595e,4,2021/7/4,598
GP,3ae7fd595e,1,2021/9/6,598
GP,3ae7fd595e,1,2021/1/13,598
GP,3ae7fd595e,4,2021/9/18,598
GP,3ae7fd595e,2,2021/9/30,598
GP,3ae7fd595e,1,2021/6/14,598
GP,3ae7fd595e,3,2021/7/19,598
GP,3ae7fd595e,2,2021/9/4,598
GP,4d885e26fe,4,2021/6/29,598
GP,4d885e26fe,4,2021/9/5,598
GP,4d885e26fe,1,2021/7/25,598
GP,4d885e26fe,1,2021/7/3,598
GP,4d885e26fe,3,2021/8/16,598
GP,4d885e26fe,4,2021/6/19,598
GP,4d885e26fe,1,2021/7/17,598
GP,4d885e26fe,1,2021/7/15,598
GP,4d885e26fe,3,2021/9/12,598
GP,b2d154e5,4,2021/1/10,598
GP,b2d154e5,1,2021/8/29,598
GP,b2d154e5,3,2021/9/5,598
GP,b2d154e5,1,2021/2/6,598
GP,b2d154e5,2,2021/6/18,598
GP,b2d154e5,3,2021/7/13,598
GP,b2d154e5,2,2021/8/26,598
GP,b2d154e5,4,2021/6/14,598
GP,b2d154e5,1,2021/7/11,598
GP,b2d154e5,4,2021/7/1,598
GP,b2d154e5,4,2021/1/13,598
GP,b2d154e5,3,2021/6/30,598
GP,b2d154e5,2,2021/6/27,598
GP,a15a0f3945,3,2021/2/7,598
GP,a15a0f3945,2,2021/1/13,598
GP,a15a0f3945,1,2021/1/10,598
GP,a15a0f3945,2,2021/7/24,598
GP,a15a0f3945,4,2021/6/18,598
GP,a15a0f3945,3,2021/7/22,598
GP,a15a0f3945,4,2021/7/18,598
GP,a15a0f3945,3,2021/7/26,598
GP,a15a0f3945,4,2021/8/29,598
GP,a15a0f3945,1,2021/6/14,598
GP,a15a0f3945,1,2021/6/29,598
GP,306dd75e3,4,2021/7/2,598
GP,306dd75e3,4,2021/9/12,598
GP,306dd75e3,1,2021/8/26,598
GP,306dd75e3,1,2021/6/15,598
GP,306dd75e3,4,2021/7/24,598
GP,306dd75e3,3,2021/7/6,598
GP,306dd75e3,1,2021/1/13,598
GP,306dd75e3,4,2021/6/22,598
GP,306dd75e3,3,2021/7/20,598
GP,306dd75e3,1,2021/9/13,598
GP,306dd75e3,2,2021/5/11,598
GP,306dd75e3,4,2021/6/26,598
GP,306dd75e3,1,2021/8/29,598
GP,3197cd1faf,1,2021/8/24,598
GP,3197cd1faf,3,2021/6/14,598
GP,3197cd1faf,1,2021/9/28,598
GP,3197cd1faf,3,2021/9/18,598
GP,3197cd1faf,1,2021/7/22,598
GP,3197cd1faf,2,2021/8/28,598
GP,3197cd1faf,4,2021/6/13,598
GP,3197cd1faf,4,2021/5/15,598
GP,7771471f5e,1,2021/6/19,598
GP,7771471f5e,2,2021/9/5,598
GP,7771471f5e,2,2021/1/20,598
GP,7771471f5e,4,2021/9/1,598
GP,7771471f5e,1,2021/6/18,598
GP,7771471f5e,3,2021/2/24,598
GP,7771471f5e,4,2021/7/26,598
GP,7771471f5e,4,2021/7/16,598
GP,7771471f5e,2,2021/8/27,598
GP,7771471f5e,1,2021/7/4,598
GP,4fdc6a5220,3,2021/8/28,598
GP,4fdc6a5220,3,2021/8/27,598
GP,4fdc6a5220,2,2021/5/10,598
GP,4fdc6a5220,2,2021/9/9,598
GP,4fdc6a5220,2,2021/8/13,598
GP,4fdc6a5220,1,2021/9/8,598
GP,4fdc6a5220,1,2021/8/22,598
GP,4fdc6a5220,1,2021/6/23,598
GP,4fdc6a5220,1,2021/7/10,598
GP,8315733140,1,2021/7/13,598
GP,8315733140,1,2021/9/18,598
GP,8315733140,1,2021/6/21,598
GP,8315733140,1,2021/8/23,598
GP,8315733140,4,2021/6/16,598
GP,8315733140,2,2021/9/4,598
GP,8315733140,3,2021/7/8,598
GP,cb42e71e1e,1,2021/9/2,598
GP,cb42e71e1e,1,2021/9/1,598
GP,cb42e71e1e,3,2021/8/15,598
GP,cb42e71e1e,2,2021/8/13,598
GP,cb42e71e1e,1,2021/1/23,598
GP,cb42e71e1e,1,2021/7/22,598
GP,cb42e71e1e,4,2021/6/17,598
GP,cb42e71e1e,1,2021/5/13,598
GP,cb42e71e1e,4,2021/6/27,598
GP,910dbaeb28,4,2021/8/30,598
GP,910dbaeb28,4,2021/8/27,598
GP,910dbaeb28,1,2021/8/31,598
GP,910dbaeb28,1,2021/7/12,598
GP,910dbaeb28,2,2021/8/30,598
GP,910dbaeb28,1,2021/9/16,598
GP,910dbaeb28,2,2021/8/24,598
GP,910dbaeb28,4,2021/6/20,598
GP,5b80a51c69,3,2021/8/14,598
GP,5b80a51c69,4,2021/7/25,598
GP,5b80a51c69,2,2021/7/4,598
GP,5b80a51c69,1,2021/8/24,598
GP,5b80a51c69,4,2021/4/24,598
GP,5b80a51c69,1,2021/1/1,598
GP,5b80a51c69,1,2021/5/17,598
GP,5b80a51c69,1,2021/5/8,598
GP,5b80a51c69,4,2021/4/19,598
GP,5b80a51c69,3,2021/7/31,598
GP,5b80a51c69,3,2021/1/15,598
GP,5b80a51c69,3,2021/5/14,598
GP,523075d92f,2,2021/5/16,598
GP,523075d92f,3,2021/5/8,598
GP,523075d92f,1,2021/1/6,598
GP,523075d92f,3,2021/7/15,598
GP,523075d92f,1,2021/5/14,598
GP,523075d92f,1,2021/6/2,598
GP,523075d92f,2,2021/1/26,598
GP,523075d92f,1,2021/4/14,598
GP,523075d92f,3,2021/1/1,598
GP,79c5437ad1,2,2021/4/14,598
GP,79c5437ad1,4,2021/5/5,598
GP,79c5437ad1,2,2021/1/8,598
GP,79c5437ad1,4,2021/5/11,598
GP,79c5437ad1,1,2021/2/26,598
GP,79c5437ad1,2,2021/2/25,598
GP,79c5437ad1,1,2021/1/9,598
GP,79c5437ad1,1,2021/8/2,598
GP,79c5437ad1,1,2021/5/12,598
GP,7c195e9501,1,2021/7/25,598
GP,7c195e9501,4,2021/1/1,598
GP,7c195e9501,1,2021/2/14,598
GP,7c195e9501,4,2021/2/14,598
GP,7c195e9501,1,2021/5/25,598
GP,7c195e9501,1,2021/5/19,598
GP,7c195e9501,3,2021/9/7,598
GP,7c195e9501,1,2021/1/8,598
GP,7c195e9501,4,2021/7/31,598
GP,4b3451e3a7,4,2021/5/24,598
GP,4b3451e3a7,1,2021/1/23,598
GP,4b3451e3a7,1,2021/5/11,598
GP,4b3451e3a7,4,2021/1/16,598
GP,4b3451e3a7,1,2021/5/18,598
GP,4b3451e3a7,4,2021/8/20,598
GP,4b3451e3a7,4,2021/5/14,598
GP,4b3451e3a7,1,2021/5/3,598
GP,4b3451e3a7,2,2021/4/25,598
GP,4b3451e3a7,1,2021/5/12,598
GP,9cb1f6fdf3,2,2021/5/5,598
GP,9cb1f6fdf3,1,2021/7/27,598
GP,9cb1f6fdf3,3,2021/1/11,598
GP,9cb1f6fdf3,3,2021/6/4,598
GP,9cb1f6fdf3,1,2021/7/27,598
GP,9cb1f6fdf3,1,2021/7/27,598
GP,9cb1f6fdf3,3,2021/7/30,598
GP,9cb1f6fdf3,4,2021/1/25,598
GP,9cb1f6fdf3,2,2021/1/9,598
GP,9cb1f6fdf3,1,2021/1/18,598
GP,9361d5f423,3,2021/5/18,598
GP,9361d5f423,1,2021/1/11,598
GP,9361d5f423,1,2021/5/8,598
GP,9361d5f423,4,2021/2/22,598
GP,9361d5f423,1,2021/4/20,598
GP,9361d5f423,1,2021/5/19,598
GP,9361d5f423,1,2021/5/23,598
GP,9361d5f423,2,2021/1/20,598
GP,4fdc69ddb4,2,2021/5/16,598
GP,4fdc69ddb4,3,2021/5/8,598
GP,4fdc69ddb4,4,2021/9/1,598
GP,4fdc69ddb4,4,2021/1/11,598
GP,4fdc69ddb4,2,2021/7/27,598
GP,4fdc69ddb4,3,2021/5/11,598
GP,4fdc69ddb4,1,2021/7/23,598
GP,4fdc69ddb4,3,2021/1/16,598
GP,4fdc69ddb4,4,2021/4/15,598
GP,4fdc69ddb4,4,2021/4/15,598
GP,831572fe80,2,2021/6/27,598
GP,831572fe80,4,2021/6/24,598
GP,831572fe80,2,2021/6/22,598
GP,831572fe80,2,2021/6/30,598
GP,831572fe80,2,2021/6/19,598
GP,831572fe80,1,2021/6/16,598
GP,831572fe80,4,2021/6/13,598
GP,831572fe80,4,2021/6/19,598
GP,831572fe80,1,2021/6/30,598
GP,831572fe80,1,2021/6/23,598
GP,8a11a6539b,4,2021/6/29,598
GP,8a11a6539b,3,2021/6/10,598
GP,8a11a6539b,2,2021/6/24,598
GP,8a11a6539b,1,2021/7/1,598
GP,8a11a6539b,1,2021/6/28,598
GP,8a11a6539b,4,2021/6/28,598
GP,8a11a6539b,4,2021/6/28,598
GP,8a11a6539b,1,2021/6/9,598
GP,1a4f6433c8,1,2021/6/23,598
GP,1a4f6433c8,1,2021/6/30,598
GP,1a4f6433c8,4,2021/6/28,598
GP,1a4f6433c8,2,2021/6/19,598
GP,1a4f6433c8,2,2021/7/14,598
GP,1a4f6433c8,1,2021/6/14,598
GP,1a4f6433c8,1,2021/6/29,598
GP,1a4f6433c8,1,2021/6/28,598
GP,1a4f6433c8,4,2021/6/21,598
GP,1a4f6433c8,1,2021/6/14,598
GP,548490846d,4,2021/6/30,598
GP,548490846d,3,2021/7/1,598
GP,548490846d,2,2021/7/1,598
GP,548490846d,1,2021/6/13,598
GP,548490846d,2,2021/6/24,598
GP,548490846d,3,2021/6/26,598
GP,548490846d,1,2021/6/29,598
GP,548490846d,4,2021/6/23,598
GP,548490846d,1,2021/6/23,598
GP,548490846d,3,2021/6/20,598
GP,eab284cbf,2,2021/6/29,598
GP,eab284cbf,1,2021/6/10,598
GP,eab284cbf,4,2021/7/11,598
GP,eab284cbf,2,2021/7/6,598
GP,eab284cbf,3,2021/6/14,598
GP,eab284cbf,1,2021/6/14,598
GP,eab284cbf,3,2021/6/19,598
GP,eab284cbf,1,2021/6/20,598
GP,eab284cbf,1,2021/6/11,598
GP,1a4f551f37,1,2021/6/13,598
GP,1a4f551f37,1,2021/6/24,598
GP,1a4f551f37,2,2021/6/21,598
GP,1a4f551f37,1,2021/6/11,598
GP,1a4f551f37,3,2021/6/28,598
GP,1a4f551f37,2,2021/6/30,598
GP,1a4f551f37,4,2021/6/15,598
GP,1a4f551f37,1,2021/6/29,598
GP,bd4aa0816a,1,2021/6/14,598
GP,bd4aa0816a,1,2021/6/29,598
GP,bd4aa0816a,4,2021/6/28,598
GP,bd4aa0816a,3,2021/6/20,598
GP,bd4aa0816a,2,2021/7/2,598
GP,bd4aa0816a,2,2021/7/21,598
GP,bd4aa0816a,2,2021/6/29,598
GP,bd4aa0816a,1,2021/6/20,598
GP,bd4aa0816a,3,2021/6/30,598
GP,bd4aa0816a,1,2021/6/23,598
GP,1ef77c328c,4,2021/6/13,598
GP,1ef77c328c,4,2021/6/27,598
GP,1ef77c328c,1,2021/6/18,598
GP,1ef77c328c,3,2021/6/22,598
GP,1ef77c328c,2,2021/6/23,598
GP,1ef77c328c,1,2021/6/14,598
GP,1ef77c328c,4,2021/6/12,598
GP,1ef77c328c,3,2021/6/23,598
GP,1ef77c328c,4,2021/6/23,598
GP,1ef77c328c,1,2021/7/17,598
GP,a3ae1cd460,1,2021/6/16,598
GP,a3ae1cd460,1,2021/6/20,598
GP,a3ae1cd460,2,2021/6/17,598
GP,a3ae1cd460,4,2021/6/16,598
GP,a3ae1cd460,1,2021/6/13,598
GP,a3ae1cd460,3,2021/6/29,598
GP,a3ae1cd460,2,2021/7/1,598
GP,a3ae1cd460,4,2021/6/9,598
GP,a3ae1cd460,3,2021/6/14,598
GP,a3ae1cd460,3,2021/6/29,598
GP,a3ae1cd460,4,2021/6/21,598
GP,a3ae1cd460,2,2021/6/9,598
GP,a3ae1cd460,1,2021/7/1,598
GP,a3ae1cd460,3,2021/6/30,598
GP,55ae95085,1,2021/6/23,598
GP,55ae95085,1,2021/6/29,598
GP,55ae95085,4,2021/7/17,598
GP,55ae95085,4,2021/6/23,598
GP,55ae95085,4,2021/6/22,598
GP,55ae95085,3,2021/6/21,598
GP,55ae95085,1,2021/7/3,598
GP,55ae95085,4,2021/6/21,598
GP,55ae95085,4,2021/6/13,598
GP,28479cfbe7,4,2021/6/29,598
GP,28479cfbe7,2,2021/6/20,598
GP,28479cfbe7,2,2021/6/28,598
GP,28479cfbe7,2,2021/6/20,598
GP,28479cfbe7,1,2021/6/22,598
GP,28479cfbe7,1,2021/6/20,598
GP,28479cfbe7,3,2021/6/11,598
GP,28479cfbe7,3,2021/6/15,598
GP,28479cfbe7,1,2021/6/22,598
GP,9f0602f6b1,2,2021/6/16,598
GP,9f0602f6b1,1,2021/6/11,598
GP,9f0602f6b1,4,2021/6/22,598
GP,9f0602f6b1,1,2021/7/17,598
GP,9f0602f6b1,2,2021/6/18,598
GP,9f0602f6b1,1,2021/6/12,598
GP,9f0602f6b1,4,2021/8/31,598
GP,9f0602f6b1,4,2021/8/31,598
GP,a3ae1cd1a3,3,2021/8/31,598
GP,a3ae1cd1a3,3,2021/8/31,598
GP,a3ae1cd1a3,4,2021/8/20,598
GP,a3ae1cd1a3,4,2021/8/31,598
GP,a3ae1cd1a3,1,2021/9/9,598
GP,a3ae1cd1a3,2,2021/9/2,598
GP,a3ae1cd1a3,3,2021/9/10,598
GP,a3ae1cd1a3,1,2021/2/10,598
GP,a3ae1cd1a3,1,2021/1/10,598
GP,13533049d7,1,2021/6/10,598
GP,13533049d7,3,2021/3/10,598
GP,13533049d7,3,2021/5/10,598
GP,13533049d7,4,2021/7/11,598
GP,13533049d7,1,2021/8/10,598
GP,13533049d7,1,2021/4/13,598
GP,13533049d7,3,2021/8/23,598
GP,13533049d7,1,2021/2/8,598
GP,13533049d7,1,2021/9/11,598
GP,7c194fa530,2,2021/4/13,598
GP,7c194fa530,2,2021/4/16,598
GP,7c194fa530,3,2021/4/30,598
GP,7c194fa530,2,2021/5/10,598
GP,7c194fa530,1,2021/6/25,598
GP,7c194fa530,3,2021/9/10,598
GP,7c194fa530,3,2021/9/18,598
GP,7c194fa530,4,2021/3/21,598
GP,7c194fa530,1,2021/1/8,598
GP,9361c6fb58,2,2021/7/9,598
GP,9361c6fb58,3,2021/7/30,598
GP,9361c6fb58,1,2021/3/2,598
GP,9361c6fb58,1,2021/7/9,598
GP,9361c6fb58,2,2021/2/8,598
GP,9361c6fb58,4,2021/6/25,598
GP,9361c6fb58,2,2021/7/25,598
GP,9361c6fb58,3,2021/9/25,598
GP,9361c6fb58,3,2021/2/25,598
GP,e28b5f8fde,1,2021/5/25,598
GP,e28b5f8fde,2,2021/4/25,598
GP,e28b5f8fde,1,2021/3/25,598
GP,e28b5f8fde,3,2021/8/25,598
GP,e28b5f8fde,1,2021/1/25,598
GP,e28b5f8fde,1,2021/5/14,598
GP,e28b5f8fde,1,2021/2/18,598
GP,e28b5f8fde,1,2021/5/12,598
GP,e28b5f8fde,2,2021/8/13,598
GP,214b78d32b,4,2021/9/27,598
GP,214b78d32b,2,2021/8/20,598
GP,214b78d32b,3,2021/7/27,598
GP,214b78d32b,2,2021/9/27,598
GP,214b78d32b,4,2021/9/27,598
GP,214b78d32b,1,2021/6/23,598
GP,214b78d32b,2,2021/8/21,598
GP,214b78d32b,1,2021/6/30,598
GP,214b78d32b,1,2021/8/30,598
GP,6bccfa822f,2,2021/9/15,598
GP,6bccfa822f,2,2021/9/10,598
GP,6bccfa822f,4,2021/9/16,598
GP,6bccfa822f,1,2021/8/10,598
GP,6bccfa822f,2,2021/8/29,598
GP,6bccfa822f,4,2021/7/6,598
GP,6bccfa822f,1,2021/8/28,598
GP,6bccfa822f,1,2021/9/17,598
GP,6bccfa822f,2,2021/8/2,598
GP,e28b601bbc,1,2021/5/24,598
GP,e28b601bbc,3,2021/8/6,598
GP,e28b601bbc,1,2021/8/30,598
GP,e28b601bbc,1,2021/7/9,598
GP,e28b601bbc,3,2021/3/31,598
GP,e28b601bbc,1,2021/7/27,598
GP,e28b601bbc,2,2021/8/13,598
GP,e28b601bbc,4,2021/7/13,598
GP,e28b601bbc,1,2021/5/7,598
GP,3893f15939,1,2021/7/6,598
GP,3893f15939,3,2021/5/14,598
GP,3893f15939,4,2021/8/13,598
GP,3893f15939,2,2021/7/9,598
GP,3893f15939,1,2021/9/30,598
GP,3893f15939,3,2021/5/7,598
GP,3893f15939,2,2021/1/6,598
GP,3893f15939,4,2021/5/7,598
GP,3893f15939,4,2021/5/15,598
GP,3893f15939,1,2021/5/17,598
GP,64d0e66f6d,1,2021/3/2,598
GP,64d0e66f6d,1,2021/5/22,598
GP,64d0e66f6d,1,2021/7/6,598
GP,64d0e66f6d,1,2021/9/5,598
GP,64d0e66f6d,2,2021/3/1,598
GP,64d0e66f6d,4,2021/5/16,598
GP,64d0e66f6d,1,2021/3/5,598
GP,64d0e66f6d,1,2021/3/2,598
GP,64d0e66f6d,1,2021/7/9,598
GP,64d0e66f6d,2,2021/6/25,598
GP,79c552c41c,3,2021/2/15,598
GP,79c552c41c,2,2021/9/25,598
GP,79c552c41c,2,2021/5/2,598
GP,79c552c41c,4,2021/5/21,598
GP,79c552c41c,3,2021/7/3,598
GP,79c552c41c,1,2021/7/31,598
GP,79c552c41c,1,2021/2/26,598
GP,79c552c41c,1,2021/7/3,598
GP,79c552c41c,2,2021/9/11,598
GP,79c552c41c,3,2021/3/16,598
GP,6978ee00bd,4,2021/5/6,598
GP,6978ee00bd,3,2021/5/4,598
GP,6978ee00bd,1,2021/1/11,598
GP,6978ee00bd,3,2021/5/22,598
GP,6978ee00bd,2,2021/3/5,598
GP,6978ee00bd,1,2021/2/11,598
GP,6978ee00bd,4,2021/9/8,598
GP,6978ee00bd,2,2021/6/6,598
GP,6978ee00bd,3,2021/9/2,598
GP,6978ee00bd,1,2021/6/10,598
GP,6978ee00bd,2,2021/5/22,598
GP,6978ee00bd,2,2021/5/15,598
GP,1a4f54d248,1,2021/6/30,598
GP,1a4f54d248,1,2021/1/17,598
GP,1a4f54d248,1,2021/7/9,598
GP,1a4f54d248,1,2021/5/5,598
GP,1a4f54d248,3,2021/5/2,598
GP,1a4f54d248,4,2021/3/1,598
GP,1a4f54d248,3,2021/9/5,598
GP,1a4f54d248,4,2021/3/5,598
GP,1a4f54d248,1,2021/3/2,598
GP,4b346113ed,3,2021/7/7,598
GP,4b346113ed,2,2021/7/3,598
GP,4b346113ed,3,2021/7/2,598
GP,4b346113ed,4,2021/3/2,598
GP,4b346113ed,2,2021/7/3,598
GP,4b346113ed,1,2021/6/30,598
GP,4b346113ed,2,2021/4/11,598
GP,4b346113ed,1,2021/7/4,598
GP,4b346113ed,1,2021/5/10,598
GP,8eb9af48c0,3,2021/7/7,598
GP,8eb9af48c0,4,2021/7/6,598
GP,8eb9af48c0,1,2021/7/10,598
GP,8eb9af48c0,1,2021/1/6,598
GP,8eb9af48c0,1,2021/6/30,598
GP,8eb9af48c0,1,2021/3/1,598
GP,8eb9af48c0,3,2021/1/22,598
GP,8eb9af48c0,4,2021/7/2,598
GP,28479ca52a,1,2021/8/7,598
GP,28479ca52a,4,2021/5/15,598
GP,28479ca52a,1,2021/3/1,598
GP,28479ca52a,1,2021/9/21,598
GP,28479ca52a,2,2021/7/6,598
GP,28479ca52a,3,2021/7/3,598
GP,28479ca52a,1,2021/8/10,598
GP,28479ca52a,1,2021/3/10,598
GP,28479ca52a,1,2021/2/10,598
GP,627ccaf019,3,2021/3/1,598
GP,627ccaf019,4,2021/6/30,598
GP,627ccaf019,4,2021/2/24,598
GP,627ccaf019,2,2021/9/21,598
GP,627ccaf019,2,2021/5/15,598
GP,627ccaf019,1,2021/7/3,598
GP,627ccaf019,2,2021/3/1,598
GP,627ccaf019,1,2021/3/1,598
GP,25f391183a,1,2021/7/4,598
GP,25f391183a,1,2021/5/17,598
GP,25f391183a,4,2021/6/30,598
GP,25f391183a,1,2021/3/11,598
GP,25f391183a,4,2021/5/22,598
GP,25f391183a,1,2021/9/18,598
GP,25f391183a,4,2021/3/1,598
GP,25f391183a,1,2021/7/2,598
GP,25f391183a,3,2021/7/3,598
GP,25f391183a,1,2021/7/9,598
GP,4fdc6a6b25,1,2021/5/4,598
GP,4fdc6a6b25,1,2021/7/10,598
GP,4fdc6a6b25,2,2021/7/4,598
GP,4fdc6a6b25,4,2021/3/1,598
GP,4fdc6a6b25,3,2021/3/1,598
GP,4fdc6a6b25,4,2021/7/4,598
GP,4fdc6a6b25,2,2021/3/2,598
GP,4fdc6a6b25,4,2021/6/30,598
GP,4fdc6a6b25,4,2021/7/3,598
GP,4fdc6a6b25,1,2021/3/1,598
GP,7aef51a03,2,2021/9/10,598
GP,7aef51a03,4,2021/2/5,598
GP,7aef51a03,1,2021/9/5,598
GP,7aef51a03,4,2021/5/2,598
GP,7aef51a03,1,2021/5/9,598
GP,7aef51a03,4,2021/9/3,598
GP,7aef51a03,1,2021/3/27,598
GP,7aef51a03,4,2021/3/31,598
GP,7aef51a03,1,2021/3/12,598
GP,8eb9be3511,1,2021/5/30,598
GP,8eb9be3511,4,2021/9/29,598
GP,8eb9be3511,3,2021/5/2,598
GP,8eb9be3511,2,2021/1/5,598
GP,8eb9be3511,2,2021/5/22,598
GP,8eb9be3511,3,2021/8/31,598
GP,8eb9be3511,1,2021/7/4,598
GP,8eb9be3511,3,2021/8/20,598
GP,8eb9be3511,1,2021/6/7,598
GP,2d491d724a,2,2021/6/29,598
GP,2d491d724a,2,2021/7/31,598
GP,2d491d724a,4,2021/7/9,598
GP,2d491d724a,2,2021/8/12,598
GP,2d491d724a,2,2021/4/18,598
GP,2d491d724a,4,2021/5/21,598
GP,2d491d724a,4,2021/4/14,598
GP,2d491d724a,2,2021/5/17,598
GP,2d491d724a,2,2021/9/11,598
GP,306dd22a6,1,2021/9/22,598
GP,306dd22a6,4,2021/5/21,598
GP,306dd22a6,2,2021/9/18,598
GP,306dd22a6,4,2021/2/8,598
GP,306dd22a6,1,2021/6/26,598
GP,306dd22a6,1,2021/4/14,598
GP,306dd22a6,2,2021/6/22,598
GP,306dd22a6,1,2021/8/27,598
GP,306dd22a6,2,2021/9/17,598
GP,306dd22a6,4,2021/7/23,598
GP,306dd22a6,1,2021/3/27,598
GP,3893f1b820,1,2021/8/26,598
GP,3893f1b820,2,2021/2/8,598
GP,3893f1b820,2,2021/8/3,598
GP,3893f1b820,1,2021/5/26,598
GP,3893f1b820,1,2021/9/1,598
GP,3893f1b820,3,2021/7/19,598
GP,3893f1b820,4,2021/8/12,598
GP,3893f1b820,1,2021/7/24,598
GP,3893f1b820,1,2021/7/27,598
GP,7771370fa1,1,2021/6/14,598
GP,7771370fa1,4,2021/6/12,598
GP,7771370fa1,3,2021/8/21,598
GP,7771370fa1,4,2021/4/14,598
GP,7771370fa1,3,2021/7/9,598
GP,7771370fa1,2,2021/2/2,598
GP,7771370fa1,3,2021/7/9,598
GP,7771370fa1,1,2021/8/7,598
GP,7771370fa1,2,2021/9/9,598
GP,548491c208,4,2021/7/24,598
GP,548491c208,2,2021/7/4,598
GP,548491c208,1,2021/3/22,598
GP,548491c208,3,2021/8/3,598
GP,548491c208,1,2021/3/22,598
GP,548491c208,2,2021/5/26,598
GP,548491c208,1,2021/3/31,598
GP,548491c208,2,2021/8/7,598
GP,548491c208,4,2021/8/20,598
GP,214b78d5e8,1,2021/9/20,598
GP,214b78d5e8,1,2021/8/24,598
GP,214b78d5e8,2,2021/2/18,598
GP,214b78d5e8,2,2021/8/2,598
GP,214b78d5e8,1,2021/7/9,598
GP,214b78d5e8,1,2021/6/4,598
GP,214b78d5e8,1,2021/4/27,598
GP,214b78d5e8,1,2021/5/7,598
GP,214b78d5e8,2,2021/8/19,598
