ID,code,investment,capital,stock,income,assets_1,assets_2,expenditure_1,expenditure_2,expenditure_3,tax,debt,loan,grade,Label
2656,2,0.193519,1.49E-05,0.74267026,0.849495399,,,0.601761229,0.762388602,0.638969077,0.789333032,,,B,0
2657,0,0.193519281,8.96E-05,0.74267026,0.849495399,,,0.601761229,0.762388602,0.640161132,0.789583229,,,C,0
2658,16,0.193519,0.000149359,0.74267026,0.849495399,,,0.601761229,0.762388602,,,,,C,0
2659,0,0.193519,,0.74267026,0.849495399,,,0.601761229,0.762388602,,0.789372658,,,B,0
2660,6,0.193519,0.000149359,0.74267026,0.849495399,,,0.601761229,0.762388602,0.638928985,0.789300458,,,D,0
2661,43,0.193519,0,0.741421657,0.848533209,0.228536312,0.764756089,0.606821227,0.760040315,0.639118828,0.789676069,0.748578228,0.471751184,B,0
2662,15,0.193519,0,0.741421657,0.848533209,,,0.606821227,0.760040315,0.638930345,0.789345942,,,A,0
2663,16,0.193519,0.000298541,0.737462818,0.84848013,0.233322851,0.762442731,0.606821227,0.76023254,0.638924482,0.789300937,0.747705945,,A,0
2664,0,0.374082944,0.002953958,0.744744029,0.849838587,0.28986856,0.768666646,0.612745377,0.763675815,0.63893809,0.789551997,0.752186916,,E,0
2665,9,0.193519281,0.537942882,0.744744029,0.849838587,,,0.612745377,0.763675815,0.638919743,0.789301417,,,A,0
2666,16,0.193519,0.005268115,0.74461092,0.851671284,0.245782497,0.770846174,0.608362266,0.765277224,0.639034711,0.789641186,0.753031586,,D,0
2667,2,0.193519,1.49E-05,0.74461092,0.851671284,,,0.608362266,0.765277224,0.639061401,0.789414395,,,C,0
2668,0,0.193519,0.000149359,0.74461092,0.851671284,,,0.608362266,0.765277224,0.638962088,0.789326165,,,B,0
2669,34,0.193519,0.000298541,0.74461092,0.851671284,,,0.608362266,0.765277224,0.63887152,0.789256571,,,C,0
2670,0,0.193519,,0.74461092,0.851671284,,,0.608362266,0.765277224,0.638913192,0.789308193,,,A,0
2671,2,0.193519,1.49E-05,0.74461092,0.851671284,,,0.608362266,0.765277224,0.638863644,0.789259358,,,C,0
2672,2,0.193519,1.49E-05,0.750121898,0.850781493,0.368352536,0.769623121,0.606649533,0.763764386,0.639016495,0.789351768,0.75111775,,B,0
2673,50,0.193519,0.002953958,0.750121898,0.850781493,,,0.606649533,0.763764386,0.638883436,0.789291777,,,C,0
2674,34,0.193519,0.005837201,0.74392461,0.848508116,0.230000371,0.764357833,0.606649533,0.759898591,,0.78923691,0.74735464,,C,0
2675,0,0.193519,0.027006385,0.74392461,0.848508116,,,0.606649533,0.759898591,0.639157108,0.789446653,,,B,0
2676,80,0.193519,0.026813372,0.767380003,0.848049905,0.675174993,0.778468002,0.606649533,0.779201726,0.639017144,0.789429899,0.766197008,,D,0
2677,16,0.193519281,0.002953958,0.767380003,0.848049905,,,0.606649533,0.779201726,0.638955134,0.789317927,,,D,0
2678,25,0.193519,0.014120663,0.767380003,0.848049905,,,0.606649533,0.779201726,0.638971834,0.789329358,,,E,0
2679,2,0.193519,1.49E-05,0.767380003,0.848049905,,,0.606649533,0.779201726,0.639239503,0.789533835,,,A,0
2680,2,0.269475991,1.49E-05,0.737944692,0.848721254,0.304158696,0.766168564,0.606649533,0.763955211,,0.789404564,0.751500886,,B,0
2681,0,0.193519,,0.737944692,0.848721254,,,0.606649533,0.763955211,0.638898023,0.789309251,,,A,0
2682,0,0.193519,0.001308306,0.737944692,0.848721254,,,0.606649533,0.763955211,0.638946817,0.789317667,,,D,0
2683,0,0.193519,0.000149359,0.737944692,0.848721254,,,0.606649533,0.763955211,0.638920942,0.789356041,,,C,0
2684,16,0.193519,0.000462437,0.739418082,0.848787247,0.222830485,0.763314777,0.60881625,0.760408768,0.638928911,0.789270139,0.747922006,,B,0
2685,0,0.193519,0.027006385,0.739418082,0.848787247,,,0.60881625,0.760408768,0.639078486,0.789397898,,,C,0
2686,50,0.271073674,0.001485661,0.738337304,0.848621021,0.306582985,0.762748312,0.608882877,0.759974282,0.638949715,0.789351567,0.747501163,,C,0
2687,103,0.193519,2.99E-05,0.737585693,0.848426,,0.762575178,0.60710935,0.760272053,0.638903058,0.789288862,0.747754404,,B,0
2688,0,0.193519,0.027006385,0.737585693,0.848426,,,0.60710935,0.760272053,0.638891375,0.789277186,,,B,0
2689,34,0.193519,0.026813372,0.737585693,0.848426,,,0.60710935,0.760272053,0.639002408,0.789353252,,,C,0
2690,0,0.193519,0.000149359,0.736435993,0.8484281,0.255597967,0.763098841,0.614870111,0.761034014,0.638938183,0.789322603,0.749099812,,B,0
2691,51,0.193519,0.008661336,0.736435993,0.8484281,,,0.614870111,0.761034014,0.638866863,0.789307937,,,D,0
2692,2,0.193519,1.49E-05,0.736435993,0.8484281,,,0.614870111,0.761034014,0.639355586,0.78959831,,,B,0
2693,0,0.193519,5.98E-05,0.736435993,0.8484281,,,0.614870111,0.761034014,,0.789256272,,,C,0
2694,0,0.193519,0.027006385,0.736435993,0.8484281,,,0.614870111,0.761034014,0.638915974,0.78929366,,,C,0
2695,16,0.193519281,0.000238889,0.738175522,0.848688581,0.225526038,0.763174487,0.607889818,0.76039775,0.63893132,0.789304399,0.748367769,,D,0
2696,108,0.193519,0,0.737733587,0.848586972,0.231847397,0.76259107,0.607889818,0.759978855,0.638947897,0.789435658,0.747542692,,C,0
2697,2,0.193519,1.49E-05,0.737733587,0.848586972,,,0.607889818,0.759978855,0.638865003,0.789259475,,,B,0
2698,35,0.193519,0.000893503,0.737459632,0.84847093,0.225981226,0.77311465,0.607889818,0.759978855,0.638941863,0.789334797,0.7589849,,C,0
2699,0,0.193519,,0.737459632,0.84847093,,,0.607889818,0.759978855,0.638902614,0.789335004,,,C,0
2700,0,0.193519,0.000447546,0.738897951,0.848738873,0.313111697,0.76234072,0.607889818,0.758904515,0.63892009,0.78946515,0.746620302,,B,0
2701,0,0.193519,0.000893503,0.740714532,0.849087739,0.452440202,0.765145553,0.607889818,0.760048255,0.638860913,0.789422538,0.749408382,,B,0
2702,0,0.193519,0.027006385,0.740714532,0.849087739,,,0.607889818,0.760048255,,0.789256272,,,B,0
2703,0,0.193519,0.002661668,0.740714532,0.849087739,,,0.607889818,0.760048255,0.638901456,0.789272655,,,B,0
2704,16,0.193519,0.000298541,0.740714532,0.849087739,,,0.607889818,0.760048255,0.638887488,0.789273716,,,B,0
2705,0,0.193519,0.001485661,0.740714532,0.849087739,,,0.607889818,0.760048255,0.639150252,0.789455296,,,C,0
2706,0,0.193519,0.027006385,0.740714532,0.849087739,,,0.607889818,0.760048255,0.638862837,0.789306724,,,B,0
2707,0,0.193519,0.008661336,0.740714532,0.849087739,,,0.607889818,0.760048255,0.639012424,0.789420041,,,B,0
2708,0,0.193519281,0.000298541,0.744496512,0.849344572,0.420979045,0.767039678,0.607477508,0.762526128,0.639052277,0.789447764,0.750621671,,C,0
2709,0,0.193519,0.000149359,0.744496512,0.849344572,,,0.607477508,0.762526128,,,,,C,0
2710,0,0.193519,0.002953958,0.739375491,0.852441422,0.534030015,0.775954243,0.615338317,0.770122019,0.639003551,0.789421465,0.763868579,0.58651208,C,0
2711,16,0.193519,2.99E-06,0.742263786,0.850194893,,0.768097359,0.615338317,0.761721433,0.638921633,0.789777813,0.751669295,,C,0
2712,34,0.193519281,0.021889076,0.737225018,0.849880638,0.267786688,0.767524367,0.608444615,0.765316079,0.639046374,0.789395335,0.753191599,,B,0
2713,9,0.647778568,0.403344884,0.761204995,0.853163652,0.363130132,0.772821699,0.607290685,0.760590534,0.639212053,0.789497678,0.750634571,0.51545456,A,0
2714,0,0.193519,0.001485661,0.738473929,0.84874712,0.361227491,0.764590965,0.609831387,0.761958984,0.63901489,0.789311829,0.750029999,0.455471352,B,0
2715,0,0.193519,8.96E-05,0.738473929,0.84874712,,,0.609831387,0.761958984,0.638985664,0.78940988,,,C,0
2716,30,0.193519,0.001485661,0.738473929,0.84874712,,,0.609831387,0.761958984,0.639190898,0.789538934,,,D,0
2717,0,0.193519,0.027006385,0.738473929,0.84874712,,,0.609831387,0.761958984,0.638885822,0.789266392,,,D,0
2718,80,0.193519,0.06697594,0.741156188,0.841661478,0.70113678,0.778972482,0.609831387,0.794001949,0.639287897,0.795726587,0.781917849,,B,0
2719,0,0.193519,,0.741156188,0.841661478,,,0.609831387,0.794001949,0.63911104,0.789435382,,,C,0
2720,108,0.193519,0,0.741156188,0.848433844,0.281695055,0.76225459,0.609831387,0.760168281,0.638956026,0.789298579,0.747622104,,A,0
2721,0,0.193519,0.005840054,0.744521967,0.849529546,0.387555707,0.765700061,0.606763384,0.761491158,0.638997874,0.789363831,0.748946728,,B,0
2722,0,0.193519,0.000298541,0.744521967,0.849529546,,,0.606763384,0.761491158,0.639064876,0.789387419,,,B,0
2723,0,0.193519,0.002953958,0.744521967,0.849529546,,,0.606763384,0.761491158,0.638867832,0.789259936,,,B,0
2724,0,0.193519,0.002953958,0.737666617,0.848658825,0.24255939,0.762879845,0.606763384,0.760027757,0.638981379,0.78934709,0.748038308,0.45601665,A,0
2725,4,0.277946707,0.001692258,0.737666617,0.848658825,,,0.606763384,0.760027757,,0.78928461,,,D,0
2726,0,0.193519,0.001485661,0.737666617,0.848658825,,,0.606763384,0.760027757,,0.789256272,,,C,0
2727,16,0.193519,0.000298541,0.738458843,0.848712843,0.257092022,0.764323226,0.606763384,0.761109294,0.638928307,0.789512734,0.749091248,,D,0
2728,2,0.193519,1.49E-05,0.738458843,0.848712843,,,0.606763384,0.761109294,,,,,C,0
2729,0,0.193519,0.027006385,0.738458843,0.848712843,,,0.606763384,0.761109294,0.638911628,0.78927651,,,C,0
2730,80,0.193519,0.026813372,0.766922217,0.847887907,0.679252301,0.778875547,0.606763384,0.780586524,0.639043265,0.789458641,0.767560676,,C,0
2731,16,0.193519,0.000298541,0.757942633,0.849876619,0.600533968,0.772236244,0.60731719,0.768448035,0.639032659,0.789691841,0.755893153,,C,0
2732,8,0.295627978,0,0.740225661,0.849107246,0.221851637,0.76693443,0.607474698,0.764006935,0.63921981,0.789553675,0.751839247,,D,0
2733,12,0.393535057,0.002368697,0.744617613,0.84950182,0.300373396,0.766835599,0.607474698,0.761494537,0.639015833,0.789366801,0.750276461,0.484899496,B,0
2734,0,0.193519,0.000596374,0.744617613,0.84950182,,,0.607474698,0.761494537,0.638861836,0.789258146,,,A,0
2735,2,0.193519,1.49E-05,0.744617613,0.84950182,,,0.607474698,0.761494537,0.638868681,0.789260194,,,C,0
2736,2,0.193519,1.49E-05,0.750006609,0.851301371,0.225285571,0.772563759,0.607474698,0.765216228,0.639019706,0.789181177,0.752227951,,B,0
2737,0,0.193519281,0.001780696,0.736279148,0.848190149,0.231911394,0.762169681,0.607474698,0.760662464,0.638947884,0.789313493,0.748121284,,C,0
2738,0,0.193519,8.96E-05,0.740566413,0.849093767,0.224752492,0.763735254,0.607664541,0.760094796,,0.789324504,0.747555146,,C,0
2739,0,0.193519,0.005840054,0.740566413,0.849093767,,,0.607664541,0.760094796,,,,,A,0
2740,35,0.193519,0.003123175,0.738520162,0.848236532,0.311395598,0.762897762,0.606728432,0.760526419,,0.789254485,0.748068373,,B,0
2741,34,0.193519,0.001485661,0.73856644,0.84890412,0.226649409,0.76366047,0.612353274,0.760753666,0.638996991,0.789503582,0.748503284,,A,0
2742,34,0.193519,0.002953958,0.73789068,0.848391503,0.225760581,0.762440135,0.612353274,0.760056872,0.639003806,0.789350765,0.747532298,,B,0
2743,2,0.193519,1.49E-05,0.73789068,0.848391503,,,0.612353274,0.760056872,,0.789256272,,,A,0
2744,2,0.193519,1.49E-05,0.73789068,0.848391503,,,0.612353274,0.760056872,0.638984743,0.78934884,,,A,0
2745,16,0.193519281,0.001485661,0.737992643,0.848585338,0.46970783,0.76422385,0.612353274,0.761573407,0.639052897,0.78941993,0.750197004,0.483145696,C,0
2746,0,0.193519,5.98E-05,0.737992643,0.848585338,,,0.612353274,0.761573407,,0.789266562,,,C,1
2747,0,0.193519,0.027006385,0.740786174,0.849771411,0.356413026,0.764927311,0.609273854,0.760637964,0.639054939,0.789685688,0.748326955,,B,0
2748,0,0.193519,0.000298541,0.740786174,0.849771411,,,0.609273854,0.760637964,0.638927372,0.789310455,,,B,0
2749,2,0.193519,1.49E-05,0.736098379,0.84723144,0.345003374,0.763278,0.609273854,0.763053966,0.639497266,0.789561366,0.750868857,,A,0
2750,0,0.193519,8.96E-05,0.737274212,0.848608573,0.236162488,0.762701625,0.609273854,0.760556506,0.638922185,0.7893009,0.748022775,,A,0
2751,0,0.193519,0.004405294,0.737274212,0.848608573,,,0.609273854,0.760556506,0.638921699,0.789296388,,,B,0
2752,0,0.193519,0.001485661,0.737274212,0.848608573,,,0.609273854,0.760556506,0.639029721,0.78958696,,,B,0
2753,0,0.193519281,0.001485661,0.741729089,0.847519702,0.274963067,0.781848459,0.607643838,0.773078881,0.640094895,0.790100103,0.769040244,0.495056359,D,0
2754,0,0.193519,0.002953958,0.73809086,0.848599738,0.222483342,0.762866135,0.607643838,0.760191553,0.639043388,0.789459278,0.747689736,,B,0
2755,65,0.193519,0.002368697,0.73809086,0.848599738,,,0.607643838,0.760191553,0.638966208,0.789334242,,,C,0
2756,23,0.193519,0.000893503,0.755074889,0.853644262,0.618753354,0.776871241,0.607643838,0.762868304,0.638991486,0.791455665,0.757187616,0.585718271,E,0
2757,6,0.193519,0.000226956,0.755074889,0.853644262,,,0.607643838,0.762868304,0.63886265,0.789257085,,,C,0
2758,2,0.193519,1.49E-05,0.76049422,0.85105738,0.245757713,0.820191221,0.614671643,0.792793903,,0.789259787,0.806626111,0.719268759,B,1
2759,0,0.193519,0.002221955,0.76049422,0.85105738,,,0.614671643,0.792793903,0.638864394,0.789257774,,,B,1
2760,65,0.193519,0.000149359,0.76049422,0.85105738,,,0.614671643,0.792793903,0.639387462,0.789599671,,,B,0
2761,0,0.193519,0.000149359,0.737408742,0.848522508,0.243456682,0.762475588,0.614671643,0.760241924,0.638979418,0.789340926,0.747719519,,C,0
2762,80,0.193519,0.014120663,0.737408742,0.848522508,,,0.614671643,0.760241924,0.638861093,0.789256577,,,C,1
2763,3,0.193519,0.000298541,0.737999485,0.846960722,0.374839555,0.763048392,0.607483852,0.760712143,0.638903996,0.789253507,0.750582664,0.516692946,A,0
2764,0,0.284228779,0.005897105,0.742416431,0.848706288,0.385676232,0.765605731,0.609688721,0.762980415,0.638958607,0.789273397,0.750487639,,C,0
2765,0,0.193519,0.000447546,0.742416431,0.848706288,,,0.609688721,0.762980415,,0.789308215,,,E,0
2766,2,0.193519,1.49E-05,0.742416431,0.848706288,,,0.609688721,0.762980415,0.638954398,0.789318298,,,B,0
2767,0,0.193519,0.005932464,0.742416431,0.848706288,,,0.609688721,0.762980415,0.638872312,0.789264315,,,E,1
2768,2,0.193519,1.49E-05,0.742416431,0.848706288,,,0.609688721,0.762980415,0.638896553,0.789287875,,,D,0
2769,9,0.193519281,0.219937765,0.742416431,0.848706288,,,0.609688721,0.762980415,0.638916882,0.789297495,,,B,0
2770,7,0.289505494,0.002075041,0.742416431,0.848706288,,,0.609688721,0.762980415,0.638872872,0.789261079,,,C,0
2771,0,0.193519,,0.742416431,0.848706288,,,0.609688721,0.762980415,0.639072806,0.789401023,,,A,0
2772,0,0.193519281,0.001485661,0.739165449,0.848756869,0.312461174,0.76356289,0.609688721,0.76077757,0.639082221,0.789402241,0.748330642,0.434400487,D,0
2773,50,0.193519,0.003536506,0.736982857,0.848820825,0.460679397,0.766480222,0.613770253,0.765863618,0.639707412,0.789834108,0.753388532,,A,0
2774,0,0.71504025,0.000149359,0.681908445,0.853964944,0.630495032,0.844971817,0.610823425,0.865001452,0.639148866,0.789394993,0.851388467,0.563151562,A,0
2775,79,0.193519281,0.026813372,0.681908445,0.853964944,,,0.610823425,0.865001452,0.639193959,0.789576035,,,B,0
2776,4,0.295627978,0.002953958,0.74171367,0.848592824,0.221999732,0.76402364,0.607199085,0.760052037,0.638973553,0.789423557,0.747561719,,B,0
2777,2,0.193519,1.49E-05,0.74171367,0.848592824,,,0.607199085,0.760052037,0.639298733,0.789534953,,,D,0
2778,0,0.193519,0.000745026,0.74171367,0.848592824,,,0.607199085,0.760052037,0.638924017,0.789298406,,,G,0
2779,0,0.193519,0.007540415,0.74171367,0.848592824,,,0.607199085,0.760052037,0.638931161,0.789348101,,,C,0
2780,8,0.193519281,0,0.74171367,0.848592824,,,0.607199085,0.760052037,0.639010795,0.789359142,,,D,0
2781,40,0.193519,0.011420651,0.74171367,0.848592824,,,0.607199085,0.760052037,0.638901456,0.789272002,,,C,1
2782,16,0.193519281,0.000149359,0.74171367,0.848592824,,,0.607199085,0.760052037,0.638885909,0.789532457,,,B,0
2783,65,0.193519,0.008661336,0.749052736,0.849478903,0.467056146,0.766691374,0.607199085,0.760876702,0.638925048,0.789576003,0.748478243,,B,0
2784,8,0.193519281,0,0.749052736,0.849478903,,,0.607199085,0.760876702,0.638872559,0.789263936,,,C,0
2785,2,0.193519,1.49E-05,0.738338375,0.848616849,0.323718168,0.763482745,0.607693349,0.761102989,0.639111361,0.789430737,0.748582552,,D,0
2786,0,0.193519,,0.738338375,0.848616849,,,0.607693349,0.761102989,0.638861966,0.789294681,,,A,0
2787,103,0.193519,8.96E-05,0.73871806,0.848694386,0.343607782,0.764433459,0.607693349,0.762079772,0.638981615,0.789356171,0.749514458,,C,0
2788,103,0.193519,9.56E-05,0.73871806,0.848694386,,,0.607693349,0.762079772,,,,,B,1
2789,64,0.193519,0.001633265,0.73871806,0.848694386,,,0.607693349,0.762079772,,0.78929261,,,A,0
2790,2,0.193519,1.49E-05,0.738909825,0.848519823,0.380528959,0.763353991,0.607712078,0.760728868,0.638928562,0.789298488,0.748475382,0.43922117,B,0
2791,0,0.193519,,0.738909825,0.848519823,,,0.607712078,0.760728868,0.639007134,0.789363244,,,A,0
2792,80,0.193519,0.086734566,0.737543978,0.8485033,0.225025202,0.762368783,0.610161533,0.759935901,0.638972898,0.789341296,0.747498978,,C,0
2793,0,0.193519,0.027006385,0.737543978,0.8485033,,,0.610161533,0.759935901,0.638862725,0.789257293,,,G,0
2794,0,0.193519,0.002953958,0.737543978,0.8485033,,,0.610161533,0.759935901,0.638913352,0.789294224,,,A,0
2795,2,0.951237831,1.49E-05,0.950676999,0.852574703,,0.869125981,0.610161533,0.773282437,0.63899264,0.875688754,0.760864605,,B,0
2796,16,0.193519,0.002953958,0.950676999,0.852574703,,,0.610161533,0.773282437,0.638926722,0.78930064,,,F,0
2797,0,0.193519,0.001041804,0.73894048,0.848588238,0.310620885,0.762729819,0.610161533,0.759928301,0.638879049,0.789300599,0.747391487,,C,0
2798,2,0.193519,1.49E-05,0.737772554,0.848731787,0.296368989,0.763550377,0.610161533,0.760778836,0.639123137,0.789459847,0.748738668,0.453648292,B,0
2799,16,0.193519281,0.005840054,0.737772554,0.848731787,,,0.610161533,0.760778836,,0.789256616,,,D,0
2800,16,0.193519281,0.000298541,0.737772554,0.848731787,,,0.610161533,0.760778836,0.638913882,0.789298889,,,A,0
2801,51,0.193519,0.005840054,0.743960614,0.848943117,0.282102947,0.773299645,0.610161533,0.76643991,0.638940843,0.789314547,0.75744235,0.540226315,D,0
2802,0,0.193519,0.000893503,0.743960614,0.848943117,,,0.610161533,0.76643991,,,,,A,1
2803,55,0.193519,0.026813372,0.743960614,0.848943117,,,0.610161533,0.76643991,0.639489865,0.789286032,,,B,0
2804,80,0.193519,0.014120663,0.747131883,0.848407916,0.39520267,0.765440564,0.610161533,0.760236165,0.638954136,0.789399218,0.747714914,,D,0
2805,65,0.193519,0.001833729,0.737425344,0.848676593,0.254055041,0.763156768,0.610161533,0.761160489,0.6390586,0.789399408,0.748588607,0.428180673,D,0
2806,0,0.193519,0.002953958,0.737425344,0.848676593,,,0.610161533,0.761160489,,0.789256273,,,B,0
2807,16,0.193519281,0.001485661,0.738458801,0.84874221,0.329763082,0.763017392,0.610431788,0.760112455,,0.789419834,0.747703947,,B,0
2808,0,0.101213924,2.99E-05,0.741270057,0.848571951,0.456910391,0.767550992,0.610431788,0.76138155,0.638928645,0.789296166,0.752513564,0.542860134,A,0
2809,63,0.19930059,8.96E-05,0.741270057,0.848571951,,,0.610431788,0.76138155,0.638947227,0.789312076,,,B,0
2810,2,0.193519,1.49E-05,0.741270057,0.848571951,,,0.610431788,0.76138155,0.638956605,0.78931962,,,F,0
2811,0,0.193519,,0.741270057,0.848571951,,,0.610431788,0.76138155,0.639175437,0.789476192,,,E,0
2812,0,0.193519,0.027006385,0.737829023,0.848532935,0.266753602,0.76269717,0.610431788,0.759897669,0.638904899,0.7893096,0.747657519,0.442279387,C,0
2813,2,0.193519,1.49E-05,0.737259438,0.848532121,0.267577686,0.762660821,0.60693614,0.76057332,0.638966352,0.789327572,0.748041535,,C,0
2814,2,0.193519,1.49E-05,0.739417244,0.848936575,0.25660117,0.764199123,0.60693614,0.761368752,0.63893602,0.789251071,0.74889981,,B,0
2815,9,0.193519,0.321230403,0.739417244,0.848936575,,,0.60693614,0.761368752,0.638875124,0.789261991,,,B,0
2816,2,0.193519,1.49E-05,0.739417244,0.848936575,,,0.60693614,0.761368752,0.639152028,0.78946677,,,A,0
2817,0,0.193519,,0.739417244,0.848936575,,,0.60693614,0.761368752,0.638892391,0.789279765,,,C,0
2818,6,0.193519,0.000244856,0.739417244,0.848936575,,,0.60693614,0.761368752,0.639008587,0.789560528,,,D,0
2819,16,0.193519281,2.99E-05,0.737084897,0.848724374,0.270154551,0.763442797,0.607632678,0.761510276,0.638915204,0.789291177,0.748958742,,A,0
2820,51,0.193519,0.002953958,0.737084897,0.848724374,,,0.607632678,0.761510276,,0.789256586,,,B,0
2821,2,0.193519,1.49E-05,0.738191484,0.848651991,0.238256032,0.763122875,0.607632678,0.760654033,0.638961119,0.789359713,0.748127904,,B,0
2822,0,0.193519,,0.738191484,0.848651991,,,0.607632678,0.760654033,0.63895413,0.789316307,,,C,0
2823,9,0.193519281,0.219937765,0.738191484,0.848651991,,,0.607632678,0.760654033,0.63890158,0.789295237,,,A,0
2824,52,0.321348024,2.93E-05,0.743024162,0.848702039,0.302684493,0.764228992,0.609915191,0.759845079,0.638919209,0.789335198,0.747440861,,B,0
2825,2,0.193519,1.49E-05,0.737832312,0.848516766,0.229649618,0.762618339,0.609915191,0.760201862,0.638931361,0.789302842,0.747741185,,C,0
2826,51,0.193519,0.025315932,0.763976817,0.84793639,0.583271524,0.771648588,0.607770127,0.764823927,0.639860908,0.789422366,0.752712212,,D,0
2827,92,0.264792359,0.001169854,0.763976817,0.849044584,0.234393241,0.764923275,0.63520881,0.762018699,0.638940786,0.789968823,0.750508007,,B,0
2828,0,0.193519,,0.763976817,0.849044584,,,0.63520881,0.762018699,0.638939973,0.789307505,,,E,0
2829,8,0.193519281,0,0.763976817,0.849044584,,,0.63520881,0.762018699,0.639016228,0.789405101,,,C,0
2830,50,0.193519,0.000149359,0.763976817,0.849044584,,,0.63520881,0.762018699,,0.789256289,,,B,1
2831,0,0.193519,0.003536506,0.738326753,0.848701178,0.249734362,0.764388282,0.63520881,0.761657134,0.638908577,0.789303882,0.749723706,0.45147455,C,0
2832,2,0.193519,1.49E-05,0.738326753,0.848701178,,,0.63520881,0.761657134,0.638916579,0.789311504,,,A,0
2833,1,0.193519,0.000298541,0.738326753,0.848701178,,,0.63520881,0.761657134,0.638905745,0.78930125,,,A,0
2834,0,0.193519,0.001485661,0.738326753,0.848701178,,,0.63520881,0.761657134,0.638962377,0.789322136,,,B,0
2835,0,0.193519,0.001485661,0.738326753,0.848701178,,,0.63520881,0.761657134,,0.789312069,,,A,0
2836,8,0.193519281,0,0.738326753,0.848701178,,,0.63520881,0.761657134,0.638863553,0.789256396,,,C,1
2837,16,0.193519,0.001485661,0.738326753,0.848701178,,,0.63520881,0.761657134,0.63920599,0.789505627,,,D,0
2838,0,0.193519,0.000447546,0.738326753,0.848701178,,,0.63520881,0.761657134,0.638932269,0.789263409,,,A,0
2839,0,0.193519,0.005840054,0.738326753,0.848701178,,,0.63520881,0.761657134,0.639132904,0.789432326,,,C,0
2840,0,0.193519,0.001485661,0.738326753,0.848701178,,,0.63520881,0.761657134,0.638900118,0.789303698,,,B,0
2841,0,0.193519,0.000298541,0.738326753,0.848701178,,,0.63520881,0.761657134,0.638908591,0.789297475,,,C,0
2842,0,0.193519,0.001485661,0.739065667,0.848862901,0.267893435,0.766354111,0.607698261,0.763299807,0.63888903,0.789283197,0.750710693,,B,0
2843,16,0.193519,0.000149359,0.739065667,0.848862901,,,0.607698261,0.763299807,0.639020416,0.789370014,,,C,0
2844,16,0.193519,0.000893503,0.739065667,0.848862901,,,0.607698261,0.763299807,0.639116966,0.789420914,,,C,0
2845,0,0.193519,0.000893503,0.739160216,0.849009949,0.264171812,0.763741492,0.6093797,0.76063326,0.63899834,0.789484725,0.748209219,,A,0
2846,16,0.193519,0.000426696,0.739160216,0.849009949,,,0.6093797,0.76063326,0.638863341,0.789300158,,,B,0
2847,16,0.193519,0.000298541,0.739160216,0.849009949,,,0.6093797,0.76063326,0.639079654,0.789403286,,,B,0
2848,0,0.193519,0.001780696,0.739160216,0.849009949,,,0.6093797,0.76063326,,,,,C,0
2849,0,0.193519281,0.000447546,0.737763889,0.848644417,0.231532674,0.762491651,0.606897127,0.759922272,0.638891447,0.789283598,0.747414566,,D,0
2850,0,0.193519,0.001780696,0.73890925,0.84880075,0.387457434,0.765514863,0.606897127,0.762713546,0.638896073,0.789344805,0.750309746,,E,0
2851,2,0.193519,1.49E-05,0.741219188,0.851193285,0.485756552,0.772981079,0.607290418,0.768557742,0.639071722,0.789264481,0.758717627,0.537115244,A,0
2852,80,0.193519,0.084007658,0.745861888,0.849802549,0.325322425,0.765365966,0.607522038,0.760110497,0.638900388,0.789452338,0.747619242,,B,0
2853,2,0.193519,1.49E-05,0.745861888,0.849802549,,,0.607522038,0.760110497,0.639147639,0.789442583,,,D,0
2854,108,0.193519,0,0.745861888,0.849802549,,,0.607522038,0.760110497,,,,,A,0
2855,0,0.193519281,0.000149359,0.745861888,0.849802549,,,0.607522038,0.760110497,0.639138997,0.789285141,,,B,0
2856,0,0.193519,0.027006385,0.740624426,0.849284407,0.398066253,0.767595733,0.607522038,0.765172366,0.638974103,0.789439717,0.752525569,,B,0
2857,0,0.193519,,0.740624426,0.849284407,,,0.607522038,0.765172366,0.638942506,0.789380791,,,B,0
2858,0,0.193519,,0.740624426,0.849284407,,,0.607522038,0.765172366,0.63899483,0.789349004,,,B,0
2859,16,0.193519,0.000298541,0.737482603,0.848566328,0.334651939,0.76320264,0.606564021,0.761202509,0.639003608,0.789347288,0.748636582,,C,0
2860,73,0.511186755,0.001485661,0.738989449,0.848613152,0.257642326,0.764711424,0.608824841,0.763372631,0.638901187,0.789553646,0.750814503,,A,0
2861,2,0.193519,1.49E-05,0.738989449,0.848613152,,,0.608824841,0.763372631,0.638863551,0.789257402,,,D,0
2862,2,0.193519,1.49E-05,0.738989449,0.848613152,,,0.608824841,0.763372631,0.638921775,0.78932936,,,D,0
2863,2,0.193519,1.49E-05,0.738989449,0.848613152,,,0.608824841,0.763372631,0.639249542,0.790175647,,,D,0
2864,20,0.403492776,0.002368697,0.738989449,0.848613152,,,0.608824841,0.763372631,,0.789256302,,,B,1
2865,64,0.193519,0.001219535,0.73984386,0.856732313,0.550235794,0.799794954,0.608824841,0.763161886,,0.789059465,0.788499208,0.720324944,E,0
2866,65,0.193519,0.008661336,0.749800282,0.849416422,0.561000203,0.767212081,0.608824841,0.760446318,0.638960795,0.789765896,0.750687598,0.521094866,C,0
2867,65,0.193519,0.000149359,0.749800282,0.849416422,,,0.608824841,0.760446318,,0.789306986,,,A,0
